ccode,cnumber,prereqs,
FINP,436, ( AGLS 435 w/Min Grade C or AGEC 435 w/Min Grade C or FINP 435 w/Min Grade C ),
FINP,438, ( AGLS 435 w/Min Grade C (concurrency) or AGEC 435 w/Min Grade C (concurrency) or FINP 435 w/Min Grade C (concurrency) ),
FINP,439, ( AGLS 435 w/Min Grade C or AGEC 435 w/Min Grade C or FINP 435 w/Min Grade C ) or AGEC 330 w/Min Grade C or FINC 409 w/Min Grade C or FINC 341 w/Min Grade C,
FINP,441, ( AGLS 435 w/Min Grade C or AGEC 435 w/Min Grade C or FINP 435 w/Min Grade C ) and ( AGLS 436 w/Min Grade C or AGEC 436 w/Min Grade C or FINP 436 w/Min Grade C ) and ( AGLS 437 w/Min Grade C or AGEC 437 w/Min Grade C or FINP 437 w/Min Grade C ) and ( AGLS 438 w/Min Grade C or AGEC 438 w/Min Grade C or FINP 438 w/Min Grade C ) and ( AGLS 439 w/Min Grade C or AGEC 439 w/Min Grade C or FINP 439 w/Min Grade C ),
FINP,442, AGLS 435 w/Min Grade C or FINP 435 w/Min Grade C,
FINP,443, ( AGLS 435 w/Min Grade C or FINP 435 w/Min Grade C ) and ( AGLS 438 w/Min Grade C or FINP 438 w/Min Grade C ),
FINP,489,null,
FIVS,102, FIVS 101 w/Min Grade C,
FIVS,205,null,
FIVS,205,null,
FIVS,210, FIVS 205 w/Min Grade C,
FIVS,210, FIVS 205 w/Min Grade C,
FIVS,215, FIVS 205 w/Min Grade C,
FIVS,215, FIVS 205 w/Min Grade C,
FIVS,220, FIVS 210 w/Min Grade C (concurrency),
FIVS,220, FIVS 210 w/Min Grade C (concurrency),
FIVS,282, FIVS 205 w/Min Grade C,
FIVS,308, BIOL 112 w/Min Grade C,
FIVS,308, BIOL 112 w/Min Grade C,
FIVS,401, FIVS 482 w/Min Grade C or FIVS 282 w/Min Grade C,
FIVS,415, FIVS 205 w/Min Grade C and FIVS 481 w/Min Grade C and FIVS 431 w/Min Grade C (concurrency) and FIVS 432 w/Min Grade C (concurrency) and FIVS 435 w/Min Grade C (concurrency),
FIVS,415, FIVS 205 w/Min Grade C and FIVS 481 w/Min Grade C and FIVS 431 w/Min Grade C (concurrency) and FIVS 432 w/Min Grade C (concurrency) and FIVS 435 w/Min Grade C (concurrency),
FIVS,420, FIVS 308 w/Min Grade C,
FIVS,422, FIVS 205 w/Min Grade C (concurrency),
FIVS,422, FIVS 205 w/Min Grade C (concurrency),
FIVS,440, FIVS 308 w/Min Grade C,
FORS,601,null,
FORS,604, NURS 601 w/Min Grade B or FORS 601 w/Min Grade B,
FORS,611,null,
FORS,615,null,
FREN,101,null,
FREN,102, ( FREN 101 w/Min Grade D ),
FREN,102, ( FREN 101 w/Min Grade D ),
FREN,201, ( FREN 102 w/Min Grade D ),
FREN,202, ( FREN 201 w/Min Grade D ),
FREN,202, ( FREN 201 w/Min Grade D ),
FREN,306, FREN 202 w/Min Grade D or FREN 222 w/Min Grade D,
FREN,336, FREN 202 w/Min Grade D or FREN 222 w/Min Grade D,
FREN,375, FREN 202 w/Min Grade D,
FSTC,201,null,
FSTC,210,null,
FSTC,300,null,
FSTC,312, ( FSTC 201 w/Min Grade D or NFSC 201 w/Min Grade D ) and CHEM 227 w/Min Grade D and CHEM 237 w/Min Grade D,
FSTC,313, ( FSTC 201 w/Min Grade D or NFSC 201 w/Min Grade D ) and CHEM 227 w/Min Grade D and CHEM 237 w/Min Grade D,
FSTC,316,null,
FSTC,320,null,
FSTC,324,null,
FSTC,401, ( FSTC 201 w/Min Grade D (concurrency) or NFSC 201 w/Min Grade D (concurrency) ) or ( FSTC 311 w/Min Grade D (concurrency) or NFSC 311 w/Min Grade D (concurrency) ) or ( FSTC 312 w/Min Grade D (concurrency) or NFSC 312 w/Min Grade D (concurrency) ) or ( FSTC 313 w/Min Grade D (concurrency) or NFSC 313 w/Min Grade D (concurrency) ) or ( FSTC 314 w/Min Grade D (concurrency) or NFSC 314 w/Min Grade D (concurrency) ) or ( FSTC 315 w/Min Grade D (concurrency) or NFSC 315 w/Min Grade D (concurrency) ) or ( FSTC 326 w/Min Grade D (concurrency) or NFSC 326 w/Min Grade D (concurrency) ),
FSTC,444, FSTC 201 w/Min Grade D or NFSC 201 w/Min Grade D,
FSTC,605,null,
FSTC,629,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
FYEX,101,null,
GENE,301, BIOL 111 w/Min Grade D,
GENE,301, BIOL 111 w/Min Grade D,
GENE,302, BIOL 112 w/Min Grade D and GENE 314 w/Min Grade D (concurrency),
GENE,302, BIOL 112 w/Min Grade D and GENE 314 w/Min Grade D (concurrency),
GENE,310,null,
GENE,312, GENE 301 w/Min Grade D (concurrency),
GENE,314, GENE 302 w/Min Grade D (concurrency) or GENE 303 w/Min Grade D (concurrency),
GENE,411, FINC 351 w/Min Grade D and FINC 361 w/Min Grade D and ACCT 328 w/Min Grade D (concurrency),
GENE,630,null,
GENE,654,null,
GENE,656,null,
GENE,657,null,
GENE,658,null,
GENE,682,null,
GENE,697,null,
GEOG,201,null,
GEOG,202,null,
GEOG,203,null,
GEOG,205,null,
GEOG,213,null,
GEOG,215,null,
GEOG,301,null,
GEOG,304,null,
GEOG,305,null,
GEOG,312, STAT 303 w/Min Grade D,
GEOG,324, ( GEOG 203 w/Min Grade D or ATMO 201 w/Min Grade D ),
GEOG,330,null,
GEOG,331, GEOL 101 w/Min Grade D or GEOG 203 w/Min Grade D,
GEOG,335,null,
GEOG,352,null,
GEOG,361,null,
GEOG,380, GEOG 330 w/Min Grade D,
GEOG,390,null,
GEOG,395, GEOG 390 w/Min Grade D,
GEOG,409, GEOG 330 w/Min Grade D or GEOG 309 w/Min Grade D,
GEOG,420,null,
GEOG,430, GEOG 201 w/Min Grade D or GEOG 202 w/Min Grade D,
GEOG,440,null,
GEOG,450,null,
GEOG,461, GEOG 361 w/Min Grade D,
GEOG,475, GEOG 390 w/Min Grade D,
GEOG,476,null,
GEOG,478, GEOG 390 w/Min Grade D,
GEOG,489,null,
GEOG,611,null,
GEOG,626,null,
GEOG,651,null,
GEOG,659,null,
GEOG,660,null,
GEOG,661, GEOG 651 w/Min Grade C,
GEOG,662, GEOG 660 w/Min Grade C,
GEOG,663, GEOG 660 w/Min Grade C,
GEOG,665,null,
GEOG,676,null,
GEOG,695,null,
GEOL,101,null,
GEOL,102,null,
GEOL,104,null,
GEOL,106,null,
GEOL,110,null,
GEOL,152, GEOL 150 w/Min Grade D or ( GEOL 101 w/Min Grade D and GEOL 102 w/Min Grade D ) or GEOL 104 w/Min Grade D,
GEOL,180,null,
GEOL,203, ( MATH 151 w/Min Grade D or MATH 142 w/Min Grade D ) and ( CHEM 119 w/Min Grade D or CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D or CHEM 107 w/Min Grade D and CHEM 117 w/Min Grade D ) and GEOL 150 w/Min Grade D or GEOL 104 w/Min Grade D or ( GEOL 101 w/Min Grade D and GEOL 102 w/Min Grade D ),
GEOL,207,null,
GEOL,207,null,
GEOL,210, ( MATH 151 w/Min Grade D or MATH 142 w/Min Grade D ) and ENGL 104 w/Min Grade D and ( GEOL 150 w/Min Grade D or GEOL 101 w/Min Grade D or GEOL 104 w/Min Grade D ),
GEOL,304, ( GEOL 203 w/Min Grade D ) and CHEM 120 w/Min Grade D or ( CHEM 107 w/Min Grade D and CHEM 117 w/Min Grade D ) or ( CHEM 102 w/Min Grade D and CHEM 112 w/Min Grade D ),
GEOL,306, CHEM 119 w/Min Grade D or ( CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D ) or ( CHEM 107 w/Min Grade D and CHEM 117 w/Min Grade D ) and ( GEOL 152 w/Min Grade D or GEOL 106 w/Min Grade D or GEOL 104 w/Min Grade D ),
GEOL,312, GEOL 150 w/Min Grade D or GEOL 104 w/Min Grade D or ( GEOL 101 w/Min Grade D and GEOL 102 w/Min Grade D ) and ( MATH 142 w/Min Grade D or MATH 152 w/Min Grade D ) and ( PHYS 218 w/Min Grade D or PHYS 201 w/Min Grade D ),
GEOL,314, ( CHEM 101 w/Min Grade D or CHEM 107 w/Min Grade D or CHEM 119 w/Min Grade D ) and GEOL 306 w/Min Grade D,
GEOL,330, ( GEOL 101 w/Min Grade D or GEOL 104 w/Min Grade D ),
GEOL,350, GEOL 304 w/Min Grade D and GEOL 314 w/Min Grade D and GEOL 312 w/Min Grade D and GEOL 306 w/Min Grade D and GEOL 250 w/Min Grade D,
GEOL,404, GEOL 104 w/Min Grade D or GEOL 150 w/Min Grade D,
GEOL,410, MATH 151 w/Min Grade D and MATH 152 w/Min Grade D,
GEOL,412, GEOL 410 w/Min Grade D,
GEOL,450, GEOL 210 w/Min Grade D and GEOL 312 w/Min Grade D,
GEOL,478, MATH 151 w/Min Grade D and MATH 152 w/Min Grade D,
GEOL,489,null,
GEOL,617,null,
GEOL,619,null,
GEOL,621,null,
GEOL,623,null,
GEOL,632,null,
GEOL,651,null,
GEOL,658,null,
GEOL,681,null,
GEOP,489,null,
GEOP,615, GEOP 611 w/Min Grade D or GEOL 665 w/Min Grade D,
GEOP,619,null,
GEOP,635,null,
GEOP,661,null,
GEOP,681,null,
GEOP,689,null,
GEOS,105,null,
GEOS,205,null,
GEOS,405, GEOS 105 w/Min Grade D,
GEOS,430,null,
GEOS,613,null,
GEOS,676,null,
GERM,101,null,
GERM,102, ( GERM 101 w/Min Grade D ),
GERM,201, GERM 102 w/Min Grade D or GERM 104 w/Min Grade D,
GERM,202, ( GERM 201 w/Min Grade D ),
GERM,311, GERM 202 w/Min Grade D or GERM 222 w/Min Grade D or GERM 204 w/Min Grade D,
GERM,336, GERM 310 w/Min Grade D (concurrency) or GERM 315 w/Min Grade D (concurrency),
GERM,440,null,
GLST,201,null,
GLST,210,null,
GLST,410, INTS 201 w/Min Grade D or INTA 201 w/Min Grade D or GLST 201 w/Min Grade D,
HBEH,610,null,
HBEH,611,null,
HBEH,638,null,
HBEH,665,null,
HBEH,673,null,
HBEH,685,null,
HBEH,686,null,
HBEH,791,null,
HISP,250, SPAN 101 w/Min Grade D,
HISP,602,null,
HISP,630,null,
HISP,640,null,
HIST,105,null,
HIST,210,null,
HIST,222,null,
HIST,225,null,
HIST,226,null,
HIST,232,null,
HIST,280,null,
HIST,303,null,
HIST,304,null,
HIST,320,null,
HIST,343,null,
HIST,347,null,
HIST,348,null,
HIST,363,null,
HIST,365,null,
HIST,370,null,
HIST,374,null,
HIST,376,null,
HIST,411,null,
HIST,439,null,
HIST,443,null,
HIST,448,null,
HIST,451,null,
HIST,452,null,
HIST,453,null,
HIST,460,null,
HIST,461,undefined,
HIST,471,null,
HIST,481,null,
HIST,623,null,
HIST,632,null,
HIST,644,null,
HIST,645,null,
HLTH,231,null,
HLTH,236,null,
HLTH,240,null,
HLTH,331, HLTH 231 w/Min Grade C (concurrency),
HLTH,331, HLTH 231 w/Min Grade C (concurrency),
HLTH,333,null,
HLTH,334,null,
HLTH,335, BIOL 320 w/Min Grade C and HLTH 210 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C,
HLTH,342,null,
HLTH,353, BIOL 320 w/Min Grade C and HLTH 210 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C,
HLTH,354,null,
HLTH,403, HLTH 210 w/Min Grade C,
HLTH,405,null,
HLTH,410, HLTH 210 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C and BIOL 320 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 104 w/Min Grade C or ENGL 103 w/Min Grade C ),
HLTH,415, HLTH 231 w/Min Grade C and ( HLTH 222 w/Min Grade C or HLTH 240 w/Min Grade C or HLTH 332 w/Min Grade C or HLTH 331 w/Min Grade C ) and BIOL 320 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C ),
HLTH,425, HLTH 222 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C and HLTH 331 w/Min Grade C and BIOL 320 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C ),
HLTH,429,null,
HLTH,440, HLTH 222 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C and HLTH 331 w/Min Grade C and BIOL 320 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C ),
HLTH,481, HLTH 210 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C ),
HLTH,482, HLTH 210 w/Min Grade C and HLTH 231 w/Min Grade C and HLTH 240 w/Min Grade C and BIOL 320 w/Min Grade C and COMM 203 w/Min Grade C and ( ENGL 103 w/Min Grade C or ENGL 104 w/Min Grade C ),
HLTH,484, HLTH 415 w/Min Grade C and HLTH 425 w/Min Grade C and HLTH 440 w/Min Grade C,
HLTH,484, HLTH 415 w/Min Grade C and HLTH 425 w/Min Grade C and HLTH 440 w/Min Grade C,
HLTH,606,null,
HMGT,201,null,
HMGT,210, HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D,
HMGT,211,null,
HMGT,223,null,
HMGT,300,null,
HMGT,301,null,
HMGT,302,null,
HMGT,312, HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D,
HMGT,314,null,
HMGT,320, HMGT 211 w/Min Grade D or RPTS 311 w/Min Grade D,
HMGT,331,null,
HMGT,340,null,
HMGT,352, HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D,
HMGT,384, ( HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D ) and ( HMGT 223 w/Min Grade D or HMGT 411 w/Min Grade D or RPTS 323 w/Min Grade D ) and ( HMGT 281 w/Min Grade D or RPTS 481 w/Min Grade D ),
HMGT,384, ( HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D ) and ( HMGT 223 w/Min Grade D or HMGT 411 w/Min Grade D or RPTS 323 w/Min Grade D ) and ( HMGT 281 w/Min Grade D or RPTS 481 w/Min Grade D ),
HMGT,401, HMGT 223 w/Min Grade D or HMGT 411 w/Min Grade D or RPTS 323 w/Min Grade D,
HMGT,412, HMGT 211 w/Min Grade D or RPTS 311 w/Min Grade D,
HMGT,424, HMGT 320 w/Min Grade D or RPTS 320 w/Min Grade D,
HMGT,426, HMGT 302 w/Min Grade D or RPTS 302 w/Min Grade D,
HMGT,442, ( HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D ) and ( HMGT 340 w/Min Grade D or RPTS 340 w/Min Grade D ),
HMGT,450, HMGT 223 w/Min Grade D or RPTS 323 w/Min Grade D or HMGT 411 w/Min Grade D,
HMGT,451, HMGT 201 w/Min Grade D or RPTS 201 w/Min Grade D,
HMGT,465, HMGT 352 w/Min Grade D or RPTS 421 w/Min Grade D,
HMGT,489,null,
HMGT,602, HMGT 601 w/Min Grade C,
HMGT,650,null,
HMGT,689,null,
HMGT,689,null,
HMGT,689,null,
HORT,201,null,
HORT,202, HORT 201 w/Min Grade D (concurrency),
HORT,203,null,
HORT,301,null,
HORT,308, BIOL 101 w/Min Grade D or BIOL 111 w/Min Grade D or BIOL 113 w/Min Grade D or HORT 201 w/Min Grade D or HORT 301 w/Min Grade D or LAND 101 w/Min Grade D or RENR 205 w/Min Grade D,
HORT,313, ( BIOL 111 w/Min Grade D or BIOL 101 w/Min Grade D or BIOL 113 w/Min Grade D ) and ( CHEM 222 w/Min Grade D or CHEM 227 w/Min Grade D ),
HORT,315, HORT 201 w/Min Grade D and HORT 202 w/Min Grade D,
HORT,326, HORT 201 w/Min Grade D,
HORT,332,null,
HORT,335,null,
HORT,416,null,
HORT,419, HORT 201 w/Min Grade D,
HORT,425, HORT 201 w/Min Grade D,
HORT,426, HORT 201 w/Min Grade D,
HORT,442, HORT 432 w/Min Grade D and ( HORT 306 w/Min Grade D (concurrency) or HORT 308 w/Min Grade D (concurrency) ),
HORT,452, HORT 203 w/Min Grade D or HORT 451 w/Min Grade D,
HORT,453, HORT 203 w/Min Grade D,
HORT,489,null,
HORT,607,null,
HORT,625,null,
HORT,630,null,
IBST,605,null,
IBST,689,null,
IBST,689,null,
IBST,691,null,
IBUS,301,null,
IBUS,310,null,
IBUS,310,null,
IBUS,310,null,
IBUS,320,null,
IBUS,401, MKTG 321 w/Min Grade D,
IBUS,450,null,
IBUS,455,null,
IBUS,455,null,
IBUS,456,null,
IBUS,459,null,
IBUS,484,null,
IBUS,685,null,
IBUS,685,null,
IBUS,685,null,
IBUS,692,null,
IBUS,693,null,
ICPE,603,null,
ICPE,610,null,
ICPE,613,null,
ICPE,626,null,
ICPE,631,null,
ICPE,638,null,
ICPE,641, ICPE 640 w/Min Grade C,
ICPE,642, ICPE 640 w/Min Grade C and ICPE 641 w/Min Grade C,
ICPE,644, ICPE 640 w/Min Grade C and ICPE 641 w/Min Grade C,
ICPE,652,null,
ICPE,662,null,
ICPE,665,null,
ICPE,689,null,
IDIS,240,null,
IDIS,330, IDIS 240 w/Min Grade C (concurrency),
IDIS,340, IDIS 240 w/Min Grade C (concurrency),
IDIS,343, ( STAT 201 w/Min Grade C or STAT 211 w/Min Grade C or STAT 303 w/Min Grade C ) and IDIS 240 w/Min Grade C,
IDIS,344, IDIS 240 w/Min Grade C,
IDIS,364, ( ACCT 209 w/Min Grade C or ACCT 229 w/Min Grade C ) and IDIS 240 w/Min Grade C,
IDIS,371,null,
IDIS,424, IDIS 340 w/Min Grade C and IDIS 343 w/Min Grade C (concurrency),
IDIS,433, IDIS 330 w/Min Grade C,
IDIS,434, IDIS 343 w/Min Grade C,
IDIS,443, IDIS 343 w/Min Grade C and IDIS 344 w/Min Grade C (concurrency) and MMET 301 w/Min Grade C (concurrency) and ESET 300 w/Min Grade C (concurrency),
IDIS,444, ( IDIS 464 w/Min Grade C or IDIS 443 w/Min Grade C ) and IDIS 424 w/Min Grade C (concurrency) and IDIS 433 w/Min Grade C (concurrency) and IDIS 434 w/Min Grade C (concurrency) and IDIS 450 w/Min Grade C (concurrency) and ENTC 399 w/Min Grade S (concurrency),
IDIS,450, IDIS 343 w/Min Grade C and IDIS 344 w/Min Grade C,
IDIS,471,null,
IDIS,489,null,
IDIS,651,null,
IDIS,654,null,
IDIS,656,null,
IDIS,664,null,
IDIS,665,null,
INST,181,null,
INST,181,null,
INST,210,null,
INST,222,null,
INST,362,null,
INST,363,null,
INTA,201,null,
INTA,201,null,
INTA,251,null,
INTA,289,null,
INTA,300, ( INTS 201 w/Min Grade C or INTA 201 w/Min Grade C ) and ARAB 202 w/Min Grade C or CHIN 202 w/Min Grade C or FREN 202 w/Min Grade C or GERM 202 w/Min Grade C or ITAL 202 w/Min Grade C or JAPN 202 w/Min Grade C or RUSS 202 w/Min Grade C or SPAN 202 w/Min Grade C or SPAN 203 w/Min Grade C,
INTA,302,null,
INTA,303, ECON 202 w/Min Grade D and ECON 203 w/Min Grade D,
INTA,321,null,
INTA,406, ( INTS 201 w/Min Grade D or INTA 201 w/Min Grade D ),
INTA,406, ( INTS 201 w/Min Grade D or INTA 201 w/Min Grade D ),
INTA,409, ( INTA 201 w/Min Grade D or INTS 201 w/Min Grade D ),
INTA,452,null,
INTA,473, ( INTA 205 w/Min Grade D or INTS 205 w/Min Grade D ) and ( INTA 301 w/Min Grade D or INTS 301 w/Min Grade D ),
INTA,489,null,
INTA,494,null,
INTA,497,null,
INTA,603,null,
INTA,604,null,
INTA,605,null,
INTA,606,undefined,
INTA,608,null,
INTA,613,null,
INTA,616,null,
INTA,617,null,
INTA,621,null,
INTA,636,null,
INTA,637,null,
INTA,638,null,
INTA,643,undefined,
INTA,647,null,
INTA,651,null,
INTA,652,null,
INTA,654,null,
INTA,655,null,
INTA,659,null,
INTA,661,null,
INTA,670,null,
INTA,671,null,
INTA,684,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,null,
INTA,689,undefined,
INTA,696,null,
INTA,698,null,
INTA,700,null,
INTA,704,null,
INTA,705,null,
INTA,710,null,
INTA,713,null,
INTA,714,null,
INTA,721,null,
ISEN,210, ENGR 102 w/Min Grade C and MATH 152 w/Min Grade C,
ISEN,230, ( CSCE 206 w/Min Grade D or CSCE 111 w/Min Grade D or CSCE 121 w/Min Grade D or CSCE 110 w/Min Grade D ) and STAT 211 w/Min Grade D (concurrency),
ISEN,281, ENGR 217 w/Min Grade C (concurrency) or PHYS 217 w/Min Grade C (concurrency),
ISEN,302, MATH 152 w/Min Grade C or MATH 172 w/Min Grade C,
ISEN,302, MATH 152 w/Min Grade C or MATH 172 w/Min Grade C,
ISEN,310, ISEN 230 w/Min Grade C (concurrency) and STAT 211 w/Min Grade C,
ISEN,311, ( CSCE 110 w/Min Grade C or CSCE 111 w/Min Grade C or CSCE 120 w/Min Grade C or CSCE 121 w/Min Grade C or CSCE 206 w/Min Grade C ) and STAT 211 w/Min Grade C,
ISEN,320, MATH 304 w/Min Grade C or MATH 323 w/Min Grade C,
ISEN,330, MEEN 221 w/Min Grade C,
ISEN,340, (   ( MATH 304 w/Min Grade D or MATH 323 w/Min Grade D ) and ( ISEN 310 w/Min Grade D or STAT 212 w/Min Grade D )   ),
ISEN,350, ISEN 310 w/Min Grade C and ISEN 230 w/Min Grade C,
ISEN,355, ISEN 230 w/Min Grade C and ISEN 310 w/Min Grade C,
ISEN,370, ISEN 230 w/Min Grade C and ISEN 320 w/Min Grade C,
ISEN,405, ISEN 210 w/Min Grade C and ISEN 320 w/Min Grade C,
ISEN,410, ISEN 210 w/Min Grade C or ISEN 302 w/Min Grade C,
ISEN,411, ISEN 350 w/Min Grade C,
ISEN,413, ISEN 310 w/Min Grade C and ISEN 350 w/Min Grade C,
ISEN,414, STAT 211 w/Min Grade C,
ISEN,425, ISEN 210 w/Min Grade C and ISEN 355 w/Min Grade C,
ISEN,427, ISEN 310 w/Min Grade C or DAEN 321 w/Min Grade C or STAT 212 w/Min Grade C,
ISEN,433, ISEN 330 w/Min Grade C,
ISEN,434, ISEN 330 w/Min Grade C,
ISEN,440, MATH 304 w/Min Grade C,
ISEN,453, (   ( ISEN 340 w/Min Grade D or ISEN 421 w/Min Grade D ) or ( MATH 304 w/Min Grade D and ISEN 220 w/Min Grade D and ISEN 424 w/Min Grade D )   ),
ISEN,460, ISEN 210 w/Min Grade C and ISEN 330 w/Min Grade C and ISEN 340 w/Min Grade C and ISEN 350 w/Min Grade C and ISEN 355 w/Min Grade C and ISEN 370 w/Min Grade C,
ISEN,489,null,
ISEN,608,null,
ISEN,613,null,
ISEN,614,null,
ISEN,616,null,
ISEN,617,null,
ISEN,620,null,
ISEN,623,null,
ISEN,625,null,
ISEN,627,null,
ISEN,630,null,
ISEN,641,null,
ISEN,663,null,
ISEN,667,null,
ISTM,209,null,
ISTM,210,null,
ISTM,210,null,
ISTM,250, ISTM 210 w/Min Grade D (concurrency) or ISYS 210 w/Min Grade D (concurrency) or INFO 210 w/Min Grade D (concurrency),
ISTM,281,null,
ISTM,310, ( ISTM 250 w/Min Grade D or ISYS 250 w/Min Grade D or INFO 250 w/Min Grade D ) and ACCT 230 w/Min Grade D (concurrency) and ( BUSN 203 w/Min Grade D (concurrency) or SCMT 303 w/Min Grade D ),
ISTM,313,null,
ISTM,315, ( ISTM 310 w/Min Grade D or ISYS 310 w/Min Grade D ) and ( ISTM 320 w/Min Grade D or ISYS 320 w/Min Grade D ),
ISTM,320, ( ISTM 250 w/Min Grade D or ISYS 250 w/Min Grade D ) and ACCT 230 w/Min Grade D (concurrency) and ( BUSN 203 w/Min Grade D (concurrency) or SCMT 303 w/Min Grade D ),
ISTM,360, ( ISTM 313 w/Min Grade D or ISTM 315 w/Min Grade D ) and ( BUSN 203 w/Min Grade D or SCMT 303 w/Min Grade D ),
ISTM,365,null,
ISTM,380, ISTM 320 w/Min Grade D,
ISTM,410, ( ISTM 310 w/Min Grade D or ISYS 310 w/Min Grade D ) and ( ISTM 320 w/Min Grade D or ISYS 320 w/Min Grade D ),
ISTM,415, ( ISTM 315 w/Min Grade D or ISYS 315 w/Min Grade D ) and ( ISTM 410 w/Min Grade D or ISYS 410 w/Min Grade D ),
ISTM,440,null,
ISTM,450, BUSN 203 w/Min Grade C or SCMT 303 w/Min Grade C,
ISTM,455, ( ISTM 310 w/Min Grade D or ISYS 310 w/Min Grade D ) or SCMT 375 w/Min Grade D,
ISTM,481,null,
ISTM,489,null,
ISTM,489,null,
ISTM,489,null,
ISTM,489,null,
ISTM,489,null,
ISTM,489,null,
ISTM,601,null,
ISTM,610,null,
ISTM,615,null,
ISTM,620,null,
ISTM,622,null,
ISTM,630,null,
ISTM,631,null,
ISTM,635,null,
ISTM,643,null,
ISTM,645, ISTM 635 w/Min Grade D or ISYS 635 w/Min Grade D or INFO 635 w/Min Grade D,
ISTM,650,null,
ISTM,655, ISTM 635 w/Min Grade C,
ISTM,665,null,
ISTM,684,null,
ISTM,689,null,
ISTM,705,null,
ITAL,102, ( ITAL 101 w/Min Grade D ),
ITAL,202, ITAL 201 w/Min Grade C,
ITAL,453,null,
ITDE,301, ITDE 201 w/Min Grade C,
ITDE,399,null,
ITDE,402, ITDE 401 w/Min Grade C,
ITDE,489,null,
ITDE,489,null,
ITDE,489,null,
ITDE,499, ITDE 402 w/Min Grade C (concurrency),
ITDE,710,null,
ITSV,272, ITSV 101 w/Min Grade C,
ITSV,274, ITSV 272 w/Min Grade C (concurrency) or TCMG 272 w/Min Grade C (concurrency),
ITSV,303, ( ITSV 272 w/Min Grade C or TCMG 272 w/Min Grade C ) and ( ITSV 274 w/Min Grade C or TCMG 274 w/Min Grade C ),
ITSV,308, ( ITSV 272 w/Min Grade C or TCMG 272 w/Min Grade C ) and ( ITSV 274 w/Min Grade C or TCMG 274 w/Min Grade C ),
ITSV,316, ITSV 303 w/Min Grade C or TCMG 303 w/Min Grade C,
ITSV,412, ( ITSV 272 w/Min Grade C or TCMG 272 w/Min Grade C ) and ( ITSV 274 w/Min Grade C or TCMG 274 w/Min Grade C ),
JAPN,102, JAPN 101 w/Min Grade D,
JAPN,202, JAPN 201 w/Min Grade D,
JAPN,302, JAPN 301 w/Min Grade D,
JOUR,102,null,
JOUR,102,null,
JOUR,200, JOUR 102 w/Min Grade C,
JOUR,203, JOUR 102 w/Min Grade C and JOUR 200 w/Min Grade C,
JOUR,304, JOUR 203 w/Min Grade C,
JOUR,318,null,
JOUR,341,null,
JOUR,359,null,
JOUR,451,null,
JOUR,468, JOUR 203 w/Min Grade D,
JOUR,489,null,
JOUR,489,null,
JOUR,489,null,
JOUR,490, JOUR 203 w/Min Grade C,
JWST,301,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,120,null,
KINE,121,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
KINE,199,null,
