ccode,cnumber,prereqs,
ATMO,463, ( CHEM 119 w/Min Grade D or CHEM 101 w/Min Grade D ) or CHEM 107 w/Min Grade D,
ATMO,611,null,
ATMO,612,null,
ATMO,613,null,
ATMO,645,null,
ATMO,689,null,
ATTR,202, ATTR 201 w/Min Grade B,
ATTR,643,null,
ATTR,646,null,
ATTR,653, ATTR 652 w/Min Grade C and ATTR 643 w/Min Grade C (concurrency),
ATTR,656, ATTR 655 w/Min Grade C and ATTR 646 w/Min Grade C (concurrency),
ATTR,664, ATTR 662 w/Min Grade D,
ATTR,671,null,
ATTR,672,null,
ATTR,676,null,
ATTR,677,null,
BAEN,301, MEEN 221 w/Min Grade C (concurrency),
BAEN,320, ( MEEN 221 w/Min Grade C or CVEN 221 w/Min Grade C ) and ( MATH 251 w/Min Grade C (concurrency) or MATH 253 w/Min Grade C (concurrency) ),
BAEN,320, ( MEEN 221 w/Min Grade C or CVEN 221 w/Min Grade C ) and ( MATH 251 w/Min Grade C (concurrency) or MATH 253 w/Min Grade C (concurrency) ),
BAEN,365, BAEN 340 w/Min Grade C and CVEN 305 w/Min Grade C (concurrency),
BAEN,366, BAEN 320 w/Min Grade C and BAEN 340 w/Min Grade C and BAEN 365 w/Min Grade C (concurrency) and MATH 308 w/Min Grade C,
BAEN,370, ECEN 215 w/Min Grade C,
BAEN,399,null,
BAEN,412, BAEN 340 w/Min Grade C,
BAEN,420,null,
BAEN,427,null,
BAEN,431, BAEN 302 w/Min Grade C or BMEN 282 w/Min Grade C or CHEN 282 w/Min Grade C or ( CHEN 382 w/Min Grade C or CHEN 482 w/Min Grade C ),
BAEN,460, BAEN 340 w/Min Grade C,
BAEN,465, ( BIOL 111 w/Min Grade C and CHEM 222 w/Min Grade C ) or ( CHEM 227 w/Min Grade C or BAEN 302 w/Min Grade C or EVEN 320 w/Min Grade C ),
BAEN,468, BAEN 340 w/Min Grade C,
BAEN,477, BAEN 340 w/Min Grade C or CVEN 311 w/Min Grade C or EVEN 311 w/Min Grade C or MEEN 344 w/Min Grade C,
BAEN,480, BAEN 479 w/Min Grade C,
BAEN,489,null,
BAEN,631,null,
BAEN,642,null,
BAEN,651,null,
BAEN,652,null,
BAEN,662,null,
BAEN,672,null,
BAEN,674,null,
BAEN,689,null,
BEFB,425,null,
BEFB,426, BEFB 425 w/Min Grade D (concurrency),
BEFB,426, BEFB 425 w/Min Grade D (concurrency),
BEFB,470, BEFB 472 w/Min Grade D and BEFB 474 w/Min Grade D and BEFB 476 w/Min Grade D (concurrency),
BEFB,476, BEFB 470 w/Min Grade D (concurrency),
BESC,201,null,
BESC,204,null,
BESC,204,null,
BESC,357,undefined,
BESC,402, CHEM 222 w/Min Grade D or CHEM 227 w/Min Grade D,
BESC,402, CHEM 222 w/Min Grade D or CHEM 227 w/Min Grade D,
BESC,403,null,
BESC,431, BESC 201 w/Min Grade D and ( STAT 201 w/Min Grade D or STAT 302 w/Min Grade D or STAT 303 w/Min Grade D ),
BESC,484,null,
BESL,610,null,
BESL,612,null,
BESL,615,null,
BESL,617, EPSY 610 w/Min Grade C,
BESL,683,null,
BICH,303, CHEM 222 w/Min Grade D or CHEM 227 w/Min Grade D or CHEM 257 w/Min Grade D,
BICH,404, BICH 440 w/Min Grade C (concurrency),
BICH,406, BICH 441 w/Min Grade D,
BICH,409, CHEM 228 w/Min Grade D or CHEM 258 w/Min Grade D,
BICH,410, CHEM 228 w/Min Grade D or CHEM 258 w/Min Grade D,
BICH,411, ( BICH 410 w/Min Grade D ),
BICH,412, BICH 410 w/Min Grade D (concurrency),
BICH,414, BICH 440 w/Min Grade D or BICH 410 w/Min Grade D or BICH 409 w/Min Grade D,
BICH,420, ( GENE 302 w/Min Grade D or GENE 303 w/Min Grade D ) and ( BICH 410 w/Min Grade D or BICH 409 w/Min Grade D or BICH 440 w/Min Grade D ),
BICH,420, ( GENE 302 w/Min Grade D or GENE 303 w/Min Grade D ) and ( BICH 410 w/Min Grade D or BICH 409 w/Min Grade D or BICH 440 w/Min Grade D ),
BICH,431, ( BICH 409 w/Min Grade D or BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ) and ( GENE 301 w/Min Grade D or GENE 302 w/Min Grade D or GENE 303 w/Min Grade D or BIMS 320 w/Min Grade D or GENE 320 w/Min Grade D ),
BICH,431, ( BICH 409 w/Min Grade D or BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ) and ( GENE 301 w/Min Grade D or GENE 302 w/Min Grade D or GENE 303 w/Min Grade D or BIMS 320 w/Min Grade D or GENE 320 w/Min Grade D ),
BICH,432, GENE 301 w/Min Grade D or GENE 302 w/Min Grade D or GENE 303 w/Min Grade D or BIMS 320 w/Min Grade D or GENE 320 w/Min Grade D and ( BICH 431 w/Min Grade D or GENE 431 w/Min Grade D ),
BICH,440, ( CHEM 228 w/Min Grade C or CHEM 258 w/Min Grade C ) and BICH 404 w/Min Grade C (concurrency),
BICH,440, ( CHEM 228 w/Min Grade C or CHEM 258 w/Min Grade C ) and BICH 404 w/Min Grade C (concurrency),
BICH,441, ( BICH 440 w/Min Grade C ),
BICH,441, ( BICH 440 w/Min Grade C ),
BICH,464, ( GENE 302 w/Min Grade D or GENE 303 w/Min Grade D ) and BIOL 351 w/Min Grade D (concurrency),
BICH,489, BICH 409 w/Min Grade C or BICH 410 w/Min Grade C or BICH 440 w/Min Grade C,
BICH,673,null,
BICH,674,null,
BICH,676,null,
BICH,678,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,689,null,
BICH,690,null,
BIMS,289,null,
BIMS,320, ( CHEM 228 w/Min Grade C or CHEM 258 w/Min Grade C ) and ( PHYS 202 w/Min Grade C or PHYS 207 w/Min Grade D ),
BIMS,380,null,
BIMS,421, GENE 302 w/Min Grade D and ( BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ),
BIMS,484,null,
BIMS,489,null,
BIMS,489,null,
BIOL,100,null,
BIOL,107,null,
BIOL,111,null,
BIOL,112, BIOL 111 w/Min Grade D,
BIOL,112, BIOL 111 w/Min Grade D,
BIOL,112, BIOL 111 w/Min Grade D,
BIOL,113,null,
BIOL,206, ( BIOL 101 w/Min Grade D or BIOL 107 w/Min Grade D or BIOL 111 w/Min Grade D or BIOL 113 w/Min Grade D ) and ( CHEM 119 w/Min Grade D or CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D ),
BIOL,213, BIOL 112 w/Min Grade D and ( CHEM 120 w/Min Grade D or CHEM 102 w/Min Grade D and CHEM 112 w/Min Grade D ),
BIOL,214, ( BIOL 112 w/Min Grade D ),
BIOL,214, ( BIOL 112 w/Min Grade D ),
BIOL,302,null,
BIOL,319, (   ( BIOL 111 w/Min Grade D and BIOL 112 w/Min Grade D ) or ( BIOL 107 w/Min Grade D )   ),
BIOL,320, BIOL 319 w/Min Grade D,
BIOL,320, BIOL 319 w/Min Grade D,
BIOL,335, BIOL 214 w/Min Grade D,
BIOL,351, (   ( BIOL 112 w/Min Grade D and CHEM 227 w/Min Grade D ) and ( CHEM 237 w/Min Grade D or CHEM 231 w/Min Grade D )   ),
BIOL,357, BIOL 214 w/Min Grade D,
BIOL,388, ( BIOL 214 w/Min Grade D or CHEM 228 w/Min Grade D ),
BIOL,401, BIOL 213 w/Min Grade D or CHEM 228 w/Min Grade D,
BIOL,402, BIOL 213 w/Min Grade D or CHEM 228 w/Min Grade D,
BIOL,403, BIOL 213 w/Min Grade D or CHEM 228 w/Min Grade D,
BIOL,406, ( BIOL 351 w/Min Grade D and GENE 302 w/Min Grade D ),
BIOL,407, BICH 431 w/Min Grade D or BIOL 213 w/Min Grade D or GENE 431 w/Min Grade D,
BIOL,413, ( BIOL 213 w/Min Grade D or GENE 302 w/Min Grade D ) and ( BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ),
BIOL,414, ( BIOL 213 w/Min Grade D or GENE 302 w/Min Grade D ) and ( BICH 410 w/Min Grade D or BICH 440 w/Min Grade D ),
BIOL,428, BIOL 213 w/Min Grade D and ( PSYC 235 w/Min Grade D or PBSI 235 w/Min Grade D ),
BIOL,430,null,
BIOL,438, ( BIOL 351 w/Min Grade D and BIOL 406 w/Min Grade D (concurrency) ),
BIOL,443, BIOL 214 w/Min Grade D,
BIOL,444, BIOL 213 w/Min Grade D or BIOL 319 w/Min Grade D or BIOL 320 w/Min Grade D or BIOL 388 w/Min Grade D or BIOL 413 w/Min Grade D or NRSC 335 w/Min Grade D or NRSC 235 w/Min Grade D or PSYC 335 w/Min Grade D or PSYC 235 w/Min Grade D,
BIOL,445, BIOL 213 w/Min Grade D or BIOL 351 w/Min Grade D,
BIOL,450, BIOL 213 w/Min Grade D or ( GENE 301 w/Min Grade D or GENE 302 w/Min Grade D ) or ( BICH 431 w/Min Grade D or GENE 431 w/Min Grade D ) or BIOL 351 w/Min Grade D,
BIOL,451, BIOL 213 w/Min Grade D or GENE 301 w/Min Grade D or GENE 302 w/Min Grade D or BIMS 320 w/Min Grade D or GENE 320 w/Min Grade D,
BIOL,454, ( BIOL 351 w/Min Grade D ),
BIOL,456, BIOL 351 w/Min Grade D,
BIOL,461, BICH 410 w/Min Grade D or BICH 440 w/Min Grade D and ( BIOL 351 w/Min Grade D or VTPB 405 w/Min Grade D ),
BIOL,489, BIOL 213 w/Min Grade D,
BIOL,489,null,
BIOL,489,null,
BIOL,489, BIOL 351 w/Min Grade  or BICH 431 w/Min Grade  or GENE 431 w/Min Grade ,
BIOL,491,null,
BIOL,495, BIOL 452 w/Min Grade D or BIOL 400 w/Min Grade D or BICH 464 w/Min Grade D or BIOL 493 w/Min Grade D or BIOL 491 w/Min Grade D,
BIOL,496, BIOL 491 w/Min Grade D or NRSC 491 w/Min Grade D or BICH 491 w/Min Grade D or GENE 491 w/Min Grade D or BIMS 491 w/Min Grade D or CHEM 491 w/Min Grade D or BICH 410 w/Min Grade D or BIOL 351 w/Min Grade D,
BIOL,606,null,
BIOL,608,null,
BIOL,609,null,
BIOL,628,undefined,
BIOL,635,null,
BIOL,681,null,
BIOL,681,undefined,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,681,null,
BIOL,682,null,
BIOL,686,null,
BIOT,684,null,
BMEN,201, MATH 152 w/Min Grade C,
BMEN,207, MATH 152 w/Min Grade C and ENGR 102 w/Min Grade C,
BMEN,207, MATH 152 w/Min Grade C and ENGR 102 w/Min Grade C,
BMEN,250, MATH 152 w/Min Grade C and ENGR 102 w/Min Grade C,
BMEN,250, MATH 152 w/Min Grade C and ENGR 102 w/Min Grade C,
BMEN,253,null,
BMEN,254, BMEN 253 w/Min Grade C,
BMEN,311, BMEN 207 w/Min Grade C,
BMEN,311, BMEN 207 w/Min Grade C,
BMEN,321, BMEN 207 w/Min Grade C and ( BMEN 250 w/Min Grade C or STAT 312 w/Min Grade C ) and MATH 308 w/Min Grade C and PHYS 207 w/Min Grade C,
BMEN,341, MATH 308 w/Min Grade C and BMEN 207 w/Min Grade C (concurrency) and ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ),
BMEN,341, MATH 308 w/Min Grade C and BMEN 207 w/Min Grade C (concurrency) and ( PHYS 207 w/Min Grade C or PHYS 208 w/Min Grade C ),
BMEN,343, MATH 308 w/Min Grade C and BMEN 361 w/Min Grade C,
BMEN,344, MATH 308 w/Min Grade C and VTPP 435 w/Min Grade C,
BMEN,351, BMEN 207 w/Min Grade C and ( BMEN 250 w/Min Grade C or STAT 312 w/Min Grade C ),
BMEN,354, BMEN 353 w/Min Grade C,
BMEN,361, BMEN 207 w/Min Grade C and ( BMEN 250 w/Min Grade C or STAT 312 w/Min Grade C ),
BMEN,361, BMEN 207 w/Min Grade C and ( BMEN 250 w/Min Grade C or STAT 312 w/Min Grade C ),
BMEN,399,null,
BMEN,401, BMEN 321 w/Min Grade D,
BMEN,404, BMEN 253 w/Min Grade D,
BMEN,422, BMEN 321 w/Min Grade D,
BMEN,431,null,
BMEN,431,null,
BMEN,454, BMEN 453 w/Min Grade C,
BMEN,458, BMEN 207 w/Min Grade D,
BMEN,463, ( BMEN 341 w/Min Grade D and BMEN 361 w/Min Grade D ),
BMEN,463, ( BMEN 341 w/Min Grade D and BMEN 361 w/Min Grade D ),
BMEN,469,null,
BMEN,471, BMEN 207 w/Min Grade D and VTPP 434 w/Min Grade D,
BMEN,480, BMEN 343 w/Min Grade D,
BMEN,483,null,
BMEN,486, BMEN 343 w/Min Grade D,
BMEN,487, BMEN 343 w/Min Grade D,
BMEN,489, BMEN 343 w/Min Grade C and VTPP 435 w/Min Grade C or BMEN 480 w/Min Grade  (concurrency),
BMEN,489, VTPP 435 w/Min Grade C or BMEN 461 w/Min Grade C and BMEN 321 w/Min Grade C,
BMEN,489, BMEN 207 w/Min Grade C,
BMEN,489, BMEN 354 w/Min Grade C,
BMEN,636,null,
BMEN,674,null,
BMEN,684,null,
BMEN,689,null,
BMEN,689,null,
BMEN,689,null,
BMEN,689,null,
BMEN,689,null,
BUAD,620,null,
BUAD,679,null,
BUAD,689,null,
BUAD,710,null,
BUAD,715,null,
BUSH,141,null,
BUSH,300,null,
BUSH,631,null,
BUSH,632,null,
BUSH,635,null,
BUSN,101,null,
BUSN,203, MATH 142 w/Min Grade D or MATH 140 w/Min Grade D,
BUSN,203, MATH 142 w/Min Grade D or MATH 140 w/Min Grade D,
BUSN,206,null,
BUSN,208, CSCE 110 w/Min Grade D or CSCE 120 w/Min Grade D,
BUSN,209,null,
BUSN,225, BUSN 125 w/Min Grade D or BUSN 101 w/Min Grade D,
BUSN,289,null,
BUSN,299,null,
BUSN,392,null,
BUSN,392,null,
BUSN,392,null,
BUSN,401,null,
BUSN,403,null,
BUSN,404,null,
BUSN,432,null,
BUSN,489,null,
CARC,101,null,
CARC,301, CARC 481 w/Min Grade D,
CARC,311,null,
CARC,331,null,
CARC,602,null,
CARC,698,null,
CEHD,300,null,
CHEM,107, CHEM 117 w/Min Grade D (concurrency) and ( MATH 150 w/Min Grade C or MPTL|22 ),
CHEM,117, CHEM 107 w/Min Grade D (concurrency),
CHEM,119,null,
CHEM,120, CHEM 119 w/Min Grade D or ( CHEM 107 w/Min Grade D and CHEM 117 w/Min Grade D ) or ( CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D ),
CHEM,120, CHEM 119 w/Min Grade D or ( CHEM 107 w/Min Grade D and CHEM 117 w/Min Grade D ) or ( CHEM 101 w/Min Grade D and CHEM 111 w/Min Grade D ),
CHEM,222, CHEM 101 w/Min Grade D or CHEM 119 w/Min Grade D or CHEM 107 w/Min Grade D,
CHEM,227, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,228, CHEM 227 w/Min Grade D,
CHEM,228, CHEM 227 w/Min Grade D,
CHEM,234, CHEM 228 w/Min Grade D (concurrency) and ( CHEM 231 w/Min Grade D or CHEM 237 w/Min Grade D or CHEM 257 w/Min Grade D ),
CHEM,237, ( CHEM 102 w/Min Grade D and CHEM 112 w/Min Grade D ) or ( CHEM 120 w/Min Grade D and CHEM 227 w/Min Grade D (concurrency) ),
CHEM,242, CHEM 222 w/Min Grade D (concurrency),
CHEM,257, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,258, CHEM 257 w/Min Grade D or ( CHEM 227 w/Min Grade D and CHEM 237 w/Min Grade D ),
CHEM,258, CHEM 257 w/Min Grade D or ( CHEM 227 w/Min Grade D and CHEM 237 w/Min Grade D ),
CHEM,315, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,315, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,318, ( CHEM 112 w/Min Grade D or CHEM 120 w/Min Grade D ) and ( CHEM 315 w/Min Grade D (concurrency) or CHEM 316 w/Min Grade D (concurrency) ),
CHEM,322, ( CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D ) and CHEN 205 w/Min Grade D and CHEN 354 w/Min Grade D and ( MATH 152 w/Min Grade D or MATH 172 w/Min Grade D ),
CHEM,325, CHEM 327 w/Min Grade D (concurrency),
CHEM,326, CHEM 328 w/Min Grade D (concurrency),
CHEM,327, ( MATH 152 w/Min Grade D or MATH 172 w/Min Grade D ) and ( PHYS 208 w/Min Grade D or PHYS 207 w/Min Grade D ) and ( PHYS 218 w/Min Grade D or PHYS 206 w/Min Grade D ),
CHEM,327, ( MATH 152 w/Min Grade D or MATH 172 w/Min Grade D ) and ( PHYS 208 w/Min Grade D or PHYS 207 w/Min Grade D ) and ( PHYS 218 w/Min Grade D or PHYS 206 w/Min Grade D ),
CHEM,328, CHEM 327 w/Min Grade D,
CHEM,328, CHEM 327 w/Min Grade D,
CHEM,362, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,362, CHEM 102 w/Min Grade D or CHEM 120 w/Min Grade D,
CHEM,415, CHEM 315 w/Min Grade D,
CHEM,433, CHEM 362 w/Min Grade D (concurrency),
CHEM,434, CHEM 318 w/Min Grade D and CHEM 415 w/Min Grade D (concurrency),
CHEM,446, CHEM 228 w/Min Grade D or CHEM 258 w/Min Grade D,
CHEM,446, CHEM 228 w/Min Grade D or CHEM 258 w/Min Grade D,
CHEM,483, CHEM 228 w/Min Grade D or CHEM 258 w/Min Grade D,
CHEM,616,null,
CHEM,619,null,
CHEM,627,null,
CHEM,634,null,
CHEM,635,null,
CHEM,641,null,
CHEM,672,null,
CHEM,682,null,
CHEM,689,null,
CHEM,690,null,
CHEM,695,null,
CHEM,697,null,
CHEN,201, ENGR 102 w/Min Grade C and MATH 151 w/Min Grade C,
CHEN,204, CHEM 120 w/Min Grade C and ENGR 102 w/Min Grade C and MATH 152 w/Min Grade C and PHYS 206 w/Min Grade C and CHEN 201 w/Min Grade C (concurrency) and ( ENGR 216 w/Min Grade C or PHYS 216 w/Min Grade C ),
CHEN,204, CHEM 120 w/Min Grade C and ENGR 102 w/Min Grade C and MATH 152 w/Min Grade C and PHYS 206 w/Min Grade C and CHEN 201 w/Min Grade C (concurrency) and ( ENGR 216 w/Min Grade C or PHYS 216 w/Min Grade C ),
CHEN,205, CHEN 201 w/Min Grade C and CHEN 204 w/Min Grade C,
CHEN,205, CHEN 201 w/Min Grade C and CHEN 204 w/Min Grade C,
CHEN,205, CHEN 201 w/Min Grade C and CHEN 204 w/Min Grade C,
CHEN,304, CHEN 204 w/Min Grade C and MATH 308 w/Min Grade C and CHEN 205 w/Min Grade C (concurrency),
CHEN,304, CHEN 204 w/Min Grade C and MATH 308 w/Min Grade C and CHEN 205 w/Min Grade C (concurrency),
CHEN,320, CHEN 205 w/Min Grade C and MATH 308 w/Min Grade C,
CHEN,320, CHEN 205 w/Min Grade C and MATH 308 w/Min Grade C,
CHEN,322, CHEN 204 w/Min Grade C and CHEN 205 w/Min Grade C (concurrency) and MATH 251 w/Min Grade C (concurrency),
CHEN,322, CHEN 204 w/Min Grade C and CHEN 205 w/Min Grade C (concurrency) and MATH 251 w/Min Grade C (concurrency),
CHEN,323, ( CHEN 205 w/Min Grade C ) and ( CHEN 304 w/Min Grade C ),
CHEN,323, ( CHEN 205 w/Min Grade C ) and ( CHEN 304 w/Min Grade C ),
CHEN,324, CHEN 323 w/Min Grade C (concurrency) and CHEN 354 w/Min Grade C,
CHEN,324, CHEN 323 w/Min Grade C (concurrency) and CHEN 354 w/Min Grade C,
CHEN,354, CHEN 205 w/Min Grade C and MATH 308 w/Min Grade C,
CHEN,354, CHEN 205 w/Min Grade C and MATH 308 w/Min Grade C,
CHEN,364, CHEN 320 w/Min Grade C and CHEN 323 w/Min Grade C (concurrency) and CHEN 324 w/Min Grade C (concurrency),
CHEN,364, CHEN 320 w/Min Grade C and CHEN 323 w/Min Grade C (concurrency) and CHEN 324 w/Min Grade C (concurrency),
CHEN,374, CHEN 304 w/Min Grade C and CHEN 354 w/Min Grade C,
CHEN,425, CHEN 320 w/Min Grade C and CHEN 323 w/Min Grade C and CHEN 354 w/Min Grade C and ( CHEN 324 w/Min Grade C (concurrency) or CHEN 424 w/Min Grade C (concurrency) ),
CHEN,425, CHEN 320 w/Min Grade C and CHEN 323 w/Min Grade C and CHEN 354 w/Min Grade C and ( CHEN 324 w/Min Grade C (concurrency) or CHEN 424 w/Min Grade C (concurrency) ),
CHEN,426, CHEN 322 w/Min Grade C and CHEN 364 w/Min Grade C and CHEN 374 w/Min Grade C and CHEN 425 w/Min Grade C,
CHEN,432, CHEN 323 w/Min Grade C and ENGL 210 w/Min Grade C,
CHEN,433, CHEN 324 w/Min Grade C and CHEN 364 w/Min Grade C and CHEN 432 w/Min Grade C and CHEN 461 w/Min Grade C,
CHEN,451,null,
CHEN,455, CHEN 322 w/Min Grade C,
CHEN,455, CHEN 322 w/Min Grade C,
CHEN,456,null,
CHEN,460,null,
CHEN,461, CHEN 320 w/Min Grade C and CHEN 364 w/Min Grade C (concurrency),
CHEN,475, CHEN 354 w/Min Grade D and ( CHEN 364 w/Min Grade D or CHEN 464 w/Min Grade D ) and CHEM 322 w/Min Grade D,
CHEN,478, CHEN 425 w/Min Grade C,
CHEN,482, CHEN 205 w/Min Grade C and CHEN 324 w/Min Grade C and CHEN 364 w/Min Grade C,
CHEN,489,null,
CHEN,624,null,
CHEN,629,null,
CHEN,641,null,
CHEN,656,null,
CHEN,660,null,
CHEN,689,null,
CHEN,689,null,
CHEN,689,null,
CHEN,695,null,
CHEN,696,null,
CHIN,102, CHIN 101 w/Min Grade C,
CHIN,202, CHIN 201 w/Min Grade C,
CHIN,302, CHIN 301 w/Min Grade D,
CHIN,465,null,
CLAS,102, ( CLAS 101 w/Min Grade D ),
CLAS,122, ( CLAS 121 w/Min Grade D ),
CLAS,222, ( CLAS 221 w/Min Grade D ),
CLAS,250,null,
CLAS,311, CLAS 211 w/Min Grade D,
CLAS,330,null,
CLAS,352,null,
CLAS,429,null,
CLBA,001,null,
CLEN,181,null,
CLEN,181,null,
CLEN,181,null,
CLEN,261,null,
CLEN,261,null,
CLEN,289,null,
CLEN,289,null,
CLSC,001,null,
COMM,203,null,
COMM,205,null,
COMM,210,null,
COMM,230,null,
COMM,240,null,
COMM,243,null,
COMM,250,null,
COMM,257,null,
COMM,260,null,
COMM,275,null,
COMM,280,null,
COMM,289,null,
COMM,289,null,
COMM,301,null,
COMM,301,null,
COMM,302, POLS 206 w/Min Grade D,
COMM,303,null,
COMM,305,null,
COMM,305,null,
COMM,307,null,
COMM,307,null,
COMM,308, ( MATH 140 w/Min Grade D and MATH 142 w/Min Grade D ) or ( MATH 140 w/Min Grade D and MATH 151 w/Min Grade D ) or ( MATH 140 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 140 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 140 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 142 w/Min Grade D and MATH 151 w/Min Grade D ) or ( MATH 142 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 142 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 142 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 151 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 151 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 151 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 152 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 152 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( STAT 201 w/Min Grade D and PHIL 240 w/Min Grade D ),
COMM,308, ( MATH 140 w/Min Grade D and MATH 142 w/Min Grade D ) or ( MATH 140 w/Min Grade D and MATH 151 w/Min Grade D ) or ( MATH 140 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 140 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 140 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 142 w/Min Grade D and MATH 151 w/Min Grade D ) or ( MATH 142 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 142 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 142 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 151 w/Min Grade D and MATH 152 w/Min Grade D ) or ( MATH 151 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 151 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( MATH 152 w/Min Grade D and STAT 201 w/Min Grade D ) or ( MATH 152 w/Min Grade D and PHIL 240 w/Min Grade D ) or ( STAT 201 w/Min Grade D and PHIL 240 w/Min Grade D ),
COMM,309, COMM 308 w/Min Grade C and ( STAT 303 w/Min Grade D or STAT 201 w/Min Grade D ),
COMM,309, COMM 308 w/Min Grade C and ( STAT 303 w/Min Grade D or STAT 201 w/Min Grade D ),
COMM,310,null,
COMM,315,null,
COMM,315,null,
COMM,320,null,
COMM,321, COMM 323 w/Min Grade C and COMM 322 w/Min Grade C,
COMM,322, COMM 323 w/Min Grade C,
COMM,323,null,
COMM,323,null,
COMM,324,null,
COMM,324,null,
COMM,325,null,
COMM,325,null,
COMM,330, COMM 230 w/Min Grade C,
COMM,335,null,
COMM,335,null,
COMM,340,null,
COMM,340,null,
COMM,343,null,
COMM,345,null,
COMM,346,null,
COMM,350,null,
COMM,365,null,
COMM,365,null,
COMM,370,null,
COMM,375,null,
COMM,377, COMM 275 w/Min Grade C,
COMM,407,null,
COMM,410,null,
COMM,411,null,
COMM,420,null,
COMM,425,null,
COMM,431,null,
COMM,431,null,
COMM,434,null,
COMM,438,null,
COMM,440,null,
COMM,443,null,
COMM,443,null,
COMM,450,null,
COMM,450,null,
COMM,458,null,
COMM,460,null,
COMM,470,null,
COMM,476, COMM 275 w/Min Grade B,
COMM,480,null,
COMM,483,null,
COMM,484,null,
COMM,484,null,
COMM,484,null,
COMM,485,null,
COMM,487,null,
COMM,611,null,
COMM,616,null,
COMM,637,null,
COMM,654,null,
COMM,669,null,
COSC,153,null,
COSC,175,null,
COSC,222,null,
COSC,233,null,
COSC,253,null,
COSC,275, COSC 175 w/Min Grade D (concurrency) and COSC 253 w/Min Grade D,
COSC,284,null,
COSC,301,null,
COSC,310,null,
COSC,321,null,
COSC,322, COSC 222 w/Min Grade D,
COSC,325,null,
COSC,326, COSC 325 w/Min Grade D,
COSC,333,null,
COSC,353,null,
COSC,354, COSC 253 w/Min Grade D,
COSC,375, COSC 275 w/Min Grade D,
COSC,410, COSC 310 w/Min Grade D,
COSC,411, COSC 410 w/Min Grade D,
COSC,421, COSC 321 w/Min Grade D,
COSC,427,null,
COSC,433, COSC 233 w/Min Grade D,
COSC,441, COSC 475 w/Min Grade D,
COSC,442, COSC 475 w/Min Grade D,
COSC,443, COSC 475 w/Min Grade D,
COSC,446, COSC 475 w/Min Grade D,
COSC,459, COSC 375 w/Min Grade D,
COSC,461,null,
COSC,463,null,
COSC,463,null,
COSC,464,null,
COSC,465, COSC 463 w/Min Grade D,
COSC,465, COSC 463 w/Min Grade D,
COSC,468, COSC 463 w/Min Grade D (concurrency),
COSC,473,null,
COSC,475, COSC 353 w/Min Grade D and COSC 375 w/Min Grade D,
COSC,477, COSC 353 w/Min Grade D and COSC 494 w/Min Grade D,
COSC,484, ( COSC 184 w/Min Grade D or COSC 364 w/Min Grade D ) and COSC 284 w/Min Grade D,
COSC,485,null,
COSC,489,null,
COSC,489,null,
COSC,601,null,
COSC,602,null,
COSC,603,null,
COSC,606,null,
COSC,608,null,
COSC,620,null,
COSC,621, COSC 603 w/Min Grade D or COSC 475 w/Min Grade D,
COSC,622,null,
COSC,628,null,
COSC,631,null,
