ccode,cnumber,crn,
GEOG,213,49917,
GEOG,213,34404,
GEOG,213,21489,
GEOG,213,21490,
GEOG,213,21491,
GEOG,213,45651,
GEOG,215,49919,
GEOG,215,49920,
GEOG,215,49921,
GEOG,301,16663,
GEOG,304,11041,
GEOG,305,16664,
GEOG,312,23553,
GEOG,324,27028,
GEOG,330,11042,
GEOG,331,49922,
GEOG,335,21502,
GEOG,352,14257,
GEOG,352,27739,
GEOG,352,27740,
GEOG,361,34411,
GEOG,361,34412,
GEOG,361,34413,
GEOG,380,12701,
GEOG,390,44441,
GEOG,390,52658,
GEOG,390,11044,
GEOG,390,11046,
GEOG,390,19446,
GEOG,390,29218,
GEOG,395,54373,
GEOG,409,54377,
GEOG,420,54378,
GEOG,430,39602,
GEOG,440,11047,
GEOG,450,31266,
GEOG,461,34415,
GEOG,461,52616,
GEOG,461,57001,
GEOG,475,11048,
GEOG,475,23565,
GEOG,476,28416,
GEOG,476,28242,
GEOG,478,27743,
GEOG,478,32744,
GEOG,484,33042,
GEOG,484,52453,
GEOG,484,12704,
GEOG,485,57177,
GEOG,489,54804,
GEOG,491,27126,
GEOG,491,29605,
GEOG,491,48855,
GEOG,491,44632,
GEOG,491,57249,
GEOG,611,11049,
GEOG,626,54379,
GEOG,651,34420,
GEOG,651,47073,
GEOG,651,33053,
GEOG,651,32458,
GEOG,651,47072,
GEOG,651,43207,
GEOG,659,47330,
GEOG,659,36323,
GEOG,659,32301,
GEOG,659,39836,
GEOG,659,39995,
GEOG,660,15363,
GEOG,660,33175,
GEOG,660,32457,
GEOG,661,34421,
GEOG,662,33301,
GEOG,662,31993,
GEOG,663,47360,
GEOG,663,36324,
GEOG,663,36133,
GEOG,663,47358,
GEOG,663,51444,
GEOG,665,44140,
GEOG,665,32665,
GEOG,665,31994,
GEOG,665,47362,
GEOG,665,51445,
GEOG,676,36325,
GEOG,676,36132,
GEOG,678,28143,
GEOG,678,47219,
GEOG,678,36327,
GEOG,678,36134,
GEOG,678,47210,
GEOG,678,43210,
GEOG,681,41866,
GEOG,685,45130,
GEOG,685,33180,
GEOG,685,33254,
GEOG,691,27226,
GEOG,691,29620,
GEOG,691,29621,
GEOG,691,29623,
GEOG,691,27228,
GEOG,691,29625,
GEOG,691,29626,
GEOG,691,27229,
GEOG,691,29629,
GEOG,691,29630,
GEOG,691,29631,
GEOG,691,33137,
GEOG,691,29633,
GEOG,691,29634,
GEOG,691,29636,
GEOG,691,56706,
GEOG,691,44903,
GEOG,695,47428,
GEOL,101,26943,
GEOL,101,35163,
GEOL,101,42580,
GEOL,101,49925,
GEOL,101,43159,
GEOL,102,26950,
GEOL,102,26955,
GEOL,102,26963,
GEOL,102,26967,
GEOL,102,26971,
GEOL,102,26977,
GEOL,102,26980,
GEOL,102,26982,
GEOL,102,26986,
GEOL,102,26989,
GEOL,104,56632,
GEOL,104,18905,
GEOL,104,18906,
GEOL,104,18909,
GEOL,106,11051,
GEOL,110,56276,
GEOL,152,31675,
GEOL,152,31676,
GEOL,180,31681,
GEOL,203,42587,
GEOL,207,42581,
GEOL,207,35164,
GEOL,207,35154,
GEOL,207,35165,
GEOL,207,42582,
GEOL,207,42583,
GEOL,207,44760,
GEOL,207,48775,
GEOL,210,32627,
GEOL,304,31678,
GEOL,304,31679,
GEOL,306,17769,
GEOL,312,11065,
GEOL,312,11067,
GEOL,314,35268,
GEOL,314,35271,
GEOL,330,54851,
GEOL,350,35270,
GEOL,350,35275,
GEOL,404,18916,
GEOL,404,18917,
GEOL,410,23579,
GEOL,412,43870,
GEOL,450,47936,
GEOL,450,47037,
GEOL,478,51630,
GEOL,485,32803,
GEOL,489,56360,
GEOL,491,18202,
GEOL,491,26022,
GEOL,491,20308,
GEOL,491,23266,
GEOL,491,22786,
GEOL,491,23257,
GEOL,491,25929,
GEOL,491,29720,
GEOL,491,18345,
GEOL,617,36329,
GEOL,617,36136,
GEOL,619,47138,
GEOL,619,43211,
GEOL,619,47132,
GEOL,619,43212,
GEOL,619,47135,
GEOL,621,39778,
GEOL,623,47036,
GEOL,632,54818,
GEOL,651,38373,
GEOL,658,54803,
GEOL,678,51631,
GEOL,681,33187,
GEOL,681,56318,
GEOL,681,35471,
GEOL,681,33172,
GEOL,685,15112,
GEOL,685,16385,
GEOL,691,13715,
GEOL,691,33292,
GEOL,691,16704,
GEOL,691,20273,
GEOL,691,13703,
GEOL,691,20498,
GEOL,691,13707,
GEOL,691,25516,
GEOL,691,13713,
GEOL,691,22780,
GEOL,691,16710,
GEOL,691,13700,
GEOL,691,13706,
GEOL,691,15367,
GEOL,691,22782,
GEOL,691,37276,
GEOL,691,13712,
GEOL,691,13714,
GEOL,691,13710,
GEOL,691,20457,
GEOP,291,53135,
GEOP,489,56361,
GEOP,491,22789,
GEOP,491,29722,
GEOP,491,14064,
GEOP,615,47707,
GEOP,619,54802,
GEOP,635,39831,
GEOP,635,39832,
GEOP,661,36525,
GEOP,681,18461,
GEOP,689,56301,
GEOP,691,13705,
GEOP,691,25513,
GEOP,691,14717,
GEOP,691,16720,
GEOP,691,13704,
GEOP,691,15369,
GEOS,105,12478,
GEOS,205,30718,
GEOS,405,39505,
GEOS,405,49963,
GEOS,405,56944,
GEOS,430,30719,
GEOS,613,47264,
GEOS,613,44803,
GEOS,613,47253,
GEOS,613,43333,
GEOS,613,43334,
GEOS,676,44188,
GEOS,676,43295,
GEOS,676,43200,
GEOS,676,43201,
GEOS,676,43202,
GERM,101,21240,
GERM,102,11073,
GERM,102,11074,
GERM,201,14261,
GERM,202,31053,
GERM,202,34109,
GERM,311,34110,
GERM,336,53714,
GERM,435,49445,
GERM,440,53717,
GLST,201,53718,
GLST,210,53719,
GLST,215,53720,
GLST,410,53721,
GLST,485,56866,
GLST,491,57173,
HBEH,605,54971,
HBEH,610,55003,
HBEH,611,55004,
HBEH,638,54976,
HBEH,665,55005,
HBEH,673,55007,
HBEH,684,54913,
HBEH,685,54462,
HBEH,685,54465,
HBEH,685,54478,
HBEH,685,54480,
HBEH,685,54486,
HBEH,685,54490,
HBEH,685,54494,
HBEH,685,56933,
HBEH,685,57231,
HBEH,685,55063,
HBEH,686,54514,
HBEH,686,54516,
HBEH,686,54520,
HBEH,691,54527,
HBEH,691,54532,
HBEH,691,54587,
HBEH,691,56949,
HBEH,691,54588,
HBEH,691,57100,
HBEH,791,54590,
HBEH,791,54612,
HBEH,791,56950,
HISP,250,28787,
HISP,250,39509,
HISP,262,54234,
HISP,352,49572,
HISP,362,49573,
HISP,362,17475,
HISP,491,53132,
HISP,602,55637,
HISP,630,53738,
HISP,640,51330,
HISP,685,35943,
HISP,691,26173,
HISP,691,13783,
HISP,691,13784,
HISP,691,13785,
HISP,691,18291,
HISP,691,13786,
HISP,691,18502,
HISP,691,40766,
HISP,691,20070,
HISP,691,14949,
HISP,691,14946,
HISP,691,40738,
HISP,692,44423,
HISP,692,44424,
HIST,101,11078,
HIST,104,11080,
HIST,105,15373,
HIST,105,53425,
HIST,105,11081,
HIST,105,11082,
HIST,105,33164,
HIST,105,11084,
HIST,105,49322,
HIST,105,34205,
HIST,105,53426,
HIST,106,11094,
HIST,106,11095,
HIST,106,11096,
HIST,106,49321,
HIST,106,34203,
HIST,106,52520,
HIST,106,53427,
HIST,106,53428,
HIST,106,53429,
HIST,106,32054,
HIST,210,53430,
HIST,222,43726,
HIST,225,49320,
HIST,226,49324,
HIST,226,19147,
HIST,226,53491,
HIST,232,49326,
HIST,280,43739,
HIST,280,17438,
HIST,280,17439,
HIST,280,53431,
HIST,280,19148,
HIST,280,53432,
HIST,285,51244,
HIST,301,53433,
HIST,303,53434,
HIST,304,49285,
HIST,320,53435,
HIST,330,53849,
HIST,343,53436,
HIST,347,53437,
HIST,348,37629,
HIST,350,53438,
HIST,358,53439,
HIST,363,49665,
HIST,365,53449,
HIST,370,55315,
HIST,374,53448,
HIST,376,53440,
HIST,377,53441,
HIST,411,53442,
HIST,429,46016,
HIST,434,56686,
HIST,439,53443,
HIST,443,53444,
HIST,448,45392,
HIST,451,53445,
HIST,452,53416,
HIST,453,55113,
HIST,460,45388,
HIST,461,53417,
HIST,471,49286,
HIST,481,12516,
HIST,481,12518,
HIST,481,12519,
HIST,481,12520,
HIST,481,53418,
HIST,485,47686,
HIST,485,16484,
HIST,485,16500,
HIST,491,17836,
HIST,623,53451,
HIST,629,34229,
HIST,632,11114,
HIST,644,49329,
HIST,645,49309,
HIST,685,44103,
HIST,685,16035,
HIST,685,44265,
HIST,685,16509,
HIST,685,16508,
HIST,685,20014,
HIST,685,48178,
HIST,685,48482,
HIST,685,48485,
HIST,691,14651,
HIST,691,18506,
HIST,691,14841,
HIST,691,14851,
HIST,691,20316,
HIST,691,14873,
HIST,691,53170,
HIST,691,15101,
HIST,691,16300,
HIST,691,16323,
HIST,691,23202,
HIST,691,14948,
HIST,691,15069,
HIST,691,15134,
HIST,691,15179,
HLTH,210,17689,
HLTH,222,15380,
HLTH,231,50882,
HLTH,231,47972,
HLTH,231,31569,
HLTH,236,21602,
HLTH,236,41132,
HLTH,236,15656,
HLTH,240,50931,
HLTH,240,51077,
HLTH,331,41296,
HLTH,331,11120,
HLTH,331,18157,
HLTH,331,50887,
HLTH,331,55008,
HLTH,333,51370,
HLTH,334,11122,
HLTH,334,55733,
HLTH,334,14636,
HLTH,334,55732,
HLTH,335,54974,
HLTH,335,41333,
HLTH,335,54975,
HLTH,335,55735,
HLTH,335,31571,
HLTH,342,11124,
HLTH,342,23893,
HLTH,342,50895,
HLTH,342,47973,
HLTH,342,17704,
HLTH,353,11125,
HLTH,353,41133,
HLTH,353,14582,
HLTH,353,31575,
HLTH,354,14583,
HLTH,354,17705,
HLTH,403,55065,
HLTH,403,11126,
HLTH,403,55066,
HLTH,403,21607,
HLTH,403,52784,
HLTH,405,55905,
HLTH,410,12551,
HLTH,410,43073,
HLTH,410,41134,
HLTH,410,31576,
HLTH,415,50888,
HLTH,425,21610,
HLTH,429,47974,
HLTH,429,31577,
HLTH,440,19835,
HLTH,481,15386,
HLTH,481,15387,
HLTH,481,15388,
HLTH,481,45319,
HLTH,481,17716,
HLTH,481,45320,
HLTH,481,21227,
HLTH,481,21228,
HLTH,481,28685,
HLTH,481,28686,
HLTH,482,15822,
HLTH,482,22065,
HLTH,482,15823,
HLTH,482,15794,
HLTH,482,17088,
HLTH,482,17703,
HLTH,482,19911,
HLTH,482,21229,
HLTH,482,21230,
HLTH,482,29461,
HLTH,482,31845,
HLTH,482,31846,
HLTH,484,12710,
HLTH,484,12711,
HLTH,606,55072,
HLTH,634,55074,
HLTH,685,18420,
HLTH,685,29752,
HLTH,685,25930,
HLTH,685,52404,
HLTH,691,14272,
HLTH,691,18552,
HLTH,691,22955,
HLTH,691,23027,
HLTH,691,52406,
HLTH,691,52413,
HMGT,201,54127,
HMGT,201,54099,
HMGT,201,55054,
HMGT,210,54110,
HMGT,211,54111,
HMGT,211,55303,
HMGT,211,54082,
HMGT,223,54112,
HMGT,223,54100,
HMGT,300,54159,
HMGT,301,54114,
HMGT,301,54101,
HMGT,302,54150,
HMGT,302,54081,
HMGT,302,55055,
HMGT,312,54151,
HMGT,314,54115,
HMGT,314,54103,
HMGT,320,54116,
HMGT,331,54117,
HMGT,331,54104,
HMGT,340,54153,
HMGT,340,55304,
HMGT,340,54080,
HMGT,352,54105,
HMGT,384,54885,
HMGT,384,55962,
HMGT,401,54152,
HMGT,412,56111,
HMGT,424,54118,
HMGT,426,54113,
HMGT,442,54155,
HMGT,450,54700,
HMGT,451,54119,
HMGT,465,54156,
HMGT,481,54106,
HMGT,484,54887,
HMGT,484,56671,
HMGT,484,55963,
HMGT,485,56554,
HMGT,485,56688,
HMGT,489,56052,
HMGT,602,54157,
HMGT,650,54158,
HMGT,685,56156,
HMGT,685,56179,
HMGT,685,56313,
HMGT,685,56324,
HMGT,685,56325,
HMGT,685,56428,
HMGT,685,56581,
HMGT,685,56746,
HMGT,685,56831,
HMGT,685,57014,
HMGT,685,57026,
HMGT,685,57128,
HMGT,689,54709,
HMGT,689,56602,
HMGT,689,56601,
HMGT,691,56582,
HMGT,691,56828,
HMGT,691,57027,
HMGT,691,57095,
HMGT,691,51642,
HMGT,691,51648,
HMGT,691,51649,
HMGT,691,51651,
HMGT,691,51653,
HMGT,691,51656,
HMGT,691,51659,
HMGT,691,51663,
HMGT,691,51664,
HMGT,691,56328,
HMGT,691,56689,
HMGT,693,51669,
HORT,201,11132,
HORT,202,11133,
HORT,202,11134,
HORT,202,11135,
HORT,202,11136,
HORT,202,11137,
HORT,203,21396,
HORT,203,21397,
HORT,203,21398,
HORT,203,21399,
HORT,203,52875,
HORT,203,52913,
HORT,301,25629,
HORT,308,11139,
HORT,308,11140,
HORT,308,11141,
HORT,308,53505,
HORT,308,11142,
HORT,313,51362,
HORT,315,14279,
HORT,326,11143,
HORT,326,11144,
HORT,326,11145,
HORT,332,31960,
HORT,332,56538,
HORT,335,44843,
HORT,335,21400,
HORT,416,54806,
HORT,416,56990,
HORT,419,53460,
HORT,425,11146,
HORT,426,53461,
HORT,442,53479,
HORT,452,50132,
HORT,453,50133,
HORT,481,16732,
HORT,484,22449,
HORT,485,16733,
HORT,489,56395,
HORT,491,13789,
HORT,491,15135,
HORT,491,15180,
HORT,491,16738,
HORT,607,35014,
HORT,625,53464,
HORT,626,53462,
HORT,630,17589,
HORT,685,32040,
HORT,691,14277,
HORT,691,16741,
HORT,691,40460,
HORT,691,40461,
HORT,691,43537,
HORT,691,49112,
HORT,691,12831,
HORT,691,16356,
HORT,691,12827,
HORT,691,16744,
HORT,691,16746,
HORT,691,16747,
HORT,691,12834,
HORT,691,12830,
HORT,691,12832,
HORT,691,12833,
IBST,605,51905,
IBST,689,55632,
IBST,689,55633,
IBST,691,21818,
IBST,691,21819,
IBST,691,44721,
IBST,691,21821,
IBST,691,40113,
IBST,691,48663,
IBST,691,21824,
IBST,691,55877,
IBST,691,21828,
IBST,691,21831,
IBST,691,21832,
IBST,691,33133,
IBST,691,40127,
IBST,691,44491,
IBUS,301,56489,
IBUS,310,55738,
IBUS,310,55700,
IBUS,310,55699,
IBUS,320,55703,
IBUS,401,43627,
IBUS,450,11153,
IBUS,450,11154,
IBUS,455,56149,
IBUS,455,55697,
IBUS,456,55704,
IBUS,459,55701,
IBUS,484,17288,
IBUS,485,56165,
IBUS,485,20089,
IBUS,485,57080,
IBUS,685,48625,
IBUS,685,55737,
IBUS,685,55739,
IBUS,685,55742,
IBUS,692,56490,
IBUS,693,56491,
ICPE,603,28406,
ICPE,603,32291,
ICPE,610,40395,
ICPE,610,40396,
ICPE,613,52048,
ICPE,613,52050,
ICPE,626,46673,
ICPE,626,46674,
ICPE,631,52051,
ICPE,631,52052,
ICPE,638,56331,
ICPE,638,56332,
ICPE,641,56096,
ICPE,641,56097,
ICPE,642,56098,
ICPE,642,56130,
ICPE,644,56099,
ICPE,644,56281,
ICPE,652,56101,
ICPE,652,56102,
ICPE,662,56092,
ICPE,662,56093,
ICPE,665,56095,
ICPE,665,56094,
ICPE,689,56596,
ICPE,689,56756,
ICPE,691,28414,
IDIS,240,11158,
IDIS,240,11159,
IDIS,240,24316,
IDIS,240,24317,
IDIS,330,17595,
IDIS,330,26396,
IDIS,330,17594,
IDIS,330,41001,
IDIS,330,54792,
IDIS,330,54793,
IDIS,330,54794,
IDIS,330,54795,
IDIS,340,36365,
IDIS,340,36366,
IDIS,340,36367,
IDIS,343,11168,
IDIS,343,11169,
IDIS,343,24561,
IDIS,344,11170,
IDIS,344,11171,
IDIS,344,25252,
IDIS,344,25253,
IDIS,344,26397,
IDIS,344,26398,
IDIS,364,54796,
IDIS,364,45242,
IDIS,364,45243,
IDIS,364,49974,
IDIS,371,51099,
IDIS,424,11177,
IDIS,424,26410,
IDIS,433,26411,
IDIS,433,26412,
IDIS,433,29701,
IDIS,434,11179,
IDIS,443,45245,
IDIS,443,45246,
IDIS,443,49975,
IDIS,443,49976,
IDIS,444,49977,
IDIS,444,49978,
IDIS,444,49979,
IDIS,444,49980,
IDIS,444,50018,
IDIS,450,45227,
IDIS,450,45228,
IDIS,450,45230,
IDIS,450,45231,
IDIS,450,45233,
IDIS,450,45234,
IDIS,471,51100,
IDIS,489,56918,
IDIS,491,45317,
IDIS,651,50008,
IDIS,651,50021,
IDIS,654,56758,
IDIS,654,56759,
IDIS,656,48507,
IDIS,656,48508,
IDIS,664,50521,
IDIS,664,50022,
IDIS,665,41327,
IDIS,665,41329,
INST,181,56250,
INST,181,56251,
INST,210,20975,
INST,210,55992,
INST,210,40551,
INST,210,55814,
INST,222,21554,
INST,222,21553,
INST,222,38255,
INST,222,21556,
INST,222,21557,
INST,222,41773,
INST,222,41774,
INST,222,53391,
INST,301,11183,
INST,301,40042,
INST,301,51721,
INST,362,54120,
INST,362,54121,
INST,362,54122,
INST,362,54123,
INST,362,54819,
INST,362,54849,
INST,362,54996,
INST,363,54124,
INST,363,54126,
INST,363,54164,
INST,363,54163,
INTA,201,54471,
INTA,201,54469,
INTA,251,54483,
INTA,261,54485,
INTA,289,54504,
INTA,300,54487,
INTA,302,50778,
INTA,303,50380,
INTA,321,54489,
INTA,406,54507,
INTA,406,55816,
INTA,409,54491,
INTA,452,54493,
INTA,473,54495,
INTA,481,54497,
INTA,481,54498,
INTA,481,54499,
INTA,484,54500,
INTA,484,57029,
INTA,489,54506,
INTA,494,54502,
INTA,497,56750,
INTA,603,28551,
INTA,604,50240,
INTA,605,19457,
INTA,605,50751,
INTA,606,39430,
INTA,606,54865,
INTA,606,50756,
INTA,608,50531,
INTA,608,54641,
INTA,608,43104,
INTA,608,56441,
INTA,613,11185,
INTA,616,51641,
INTA,617,47086,
INTA,621,55966,
INTA,636,55812,
INTA,637,54643,
INTA,638,54868,
INTA,643,39429,
INTA,647,54866,
INTA,651,28584,
INTA,652,15384,
INTA,652,43101,
INTA,652,28585,
INTA,654,28588,
INTA,655,46620,
INTA,659,54645,
INTA,661,28471,
INTA,670,39426,
INTA,670,11188,
INTA,670,11189,
INTA,670,35157,
INTA,670,43136,
INTA,670,54867,
INTA,670,18668,
INTA,670,46621,
INTA,670,52058,
INTA,670,46622,
INTA,670,54637,
INTA,670,54638,
INTA,670,54639,
INTA,670,50761,
INTA,671,54640,
INTA,684,47999,
INTA,684,52562,
INTA,684,52894,
INTA,684,56718,
INTA,684,56840,
INTA,684,57194,
INTA,685,48296,
INTA,685,48971,
INTA,685,48766,
INTA,685,48987,
INTA,685,52563,
INTA,685,52633,
INTA,685,57156,
INTA,689,54855,
INTA,689,54856,
INTA,689,54858,
INTA,689,54859,
INTA,689,54860,
INTA,689,54861,
INTA,689,55559,
INTA,689,55895,
INTA,689,54987,
INTA,689,55140,
INTA,689,54862,
INTA,689,54863,
INTA,689,55433,
INTA,689,54982,
INTA,689,54983,
INTA,689,54984,
INTA,689,55560,
INTA,689,55561,
INTA,689,55432,
INTA,696,54869,
INTA,698,43062,
INTA,698,50768,
INTA,700,54646,
INTA,704,47671,
INTA,705,54864,
INTA,710,43059,
INTA,713,50774,
INTA,714,54647,
INTA,721,46625,
ISEN,210,53793,
ISEN,210,53794,
ISEN,230,42976,
ISEN,230,26568,
ISEN,230,26569,
ISEN,281,41673,
ISEN,281,41674,
ISEN,281,41683,
ISEN,281,47027,
ISEN,281,53798,
ISEN,291,57105,
ISEN,302,53801,
ISEN,302,50294,
ISEN,302,11194,
ISEN,302,11195,
ISEN,302,56707,
ISEN,302,55978,
ISEN,302,48287,
ISEN,310,45877,
ISEN,311,54650,
ISEN,320,26572,
ISEN,320,47028,
ISEN,330,41675,
ISEN,330,54651,
ISEN,330,26575,
ISEN,340,26576,
ISEN,340,26577,
ISEN,340,47029,
ISEN,350,26578,
ISEN,350,26579,
ISEN,350,47030,
ISEN,355,26580,
ISEN,355,26581,
ISEN,355,44945,
ISEN,370,42974,
ISEN,370,45909,
ISEN,399,39434,
ISEN,405,26584,
ISEN,410,41679,
ISEN,411,42153,
ISEN,413,41676,
ISEN,414,52402,
ISEN,425,53795,
ISEN,427,47935,
ISEN,432,55707,
ISEN,433,54394,
ISEN,434,54217,
ISEN,440,47054,
ISEN,440,55623,
ISEN,453,45910,
ISEN,460,26589,
ISEN,460,26588,
ISEN,460,45918,
ISEN,485,56456,
ISEN,489,54607,
ISEN,491,37286,
ISEN,491,44436,
ISEN,608,46993,
ISEN,608,56703,
ISEN,613,46974,
ISEN,613,22290,
ISEN,614,52347,
ISEN,614,52561,
ISEN,616,39775,
ISEN,616,39910,
ISEN,617,38490,
ISEN,617,48204,
ISEN,620,36584,
ISEN,623,46984,
ISEN,625,55586,
ISEN,627,47995,
ISEN,630,54397,
ISEN,630,48203,
ISEN,632,55688,
ISEN,633,54395,
ISEN,641,39206,
ISEN,663,50933,
ISEN,663,51757,
ISEN,667,54399,
ISEN,667,40090,
ISEN,681,15399,
ISEN,684,22306,
ISEN,691,12991,
ISEN,691,12993,
ISEN,691,12992,
ISEN,691,18184,
ISEN,691,37116,
ISEN,691,12994,
ISEN,691,37201,
ISEN,691,18200,
ISEN,691,36371,
ISEN,691,36405,
ISEN,691,37203,
ISEN,691,38772,
ISEN,691,38776,
ISEN,691,12997,
ISEN,691,12998,
ISEN,691,12999,
ISEN,691,29403,
ISEN,691,13000,
ISEN,691,18269,
ISEN,691,12995,
ISEN,691,13001,
ISEN,691,13002,
ISEN,691,20131,
ISEN,691,48733,
ISEN,691,49068,
ISEN,691,16459,
ISEN,691,40254,
ISEN,691,40255,
ISEN,691,55121,
ISEN,691,55122,
ISEN,691,55124,
ISEN,691,55125,
ISTM,209,30608,
ISTM,210,30609,
ISTM,210,56857,
ISTM,210,30610,
ISTM,210,30611,
ISTM,210,44674,
ISTM,250,30615,
ISTM,250,37753,
ISTM,281,30616,
ISTM,310,30617,
ISTM,310,34049,
ISTM,313,37754,
ISTM,315,30618,
ISTM,315,34042,
ISTM,320,30619,
ISTM,320,34043,
ISTM,360,41721,
ISTM,365,53673,
ISTM,380,54333,
ISTM,410,41722,
ISTM,410,30622,
ISTM,410,34044,
ISTM,415,30623,
ISTM,415,37755,
ISTM,440,55698,
ISTM,450,53674,
ISTM,455,37756,
ISTM,481,30624,
ISTM,489,54578,
ISTM,489,54584,
ISTM,489,54576,
ISTM,489,54574,
ISTM,489,54573,
ISTM,489,54594,
ISTM,601,44723,
ISTM,610,53675,
ISTM,610,54837,
ISTM,615,53676,
ISTM,620,30629,
ISTM,622,53804,
ISTM,630,30630,
ISTM,631,30634,
ISTM,635,30637,
ISTM,635,30638,
ISTM,635,45873,
ISTM,643,30643,
ISTM,643,30644,
ISTM,645,50259,
ISTM,650,47529,
ISTM,655,37757,
ISTM,660,41727,
ISTM,660,53678,
ISTM,665,53677,
ISTM,684,56576,
ISTM,684,56575,
ISTM,684,56578,
ISTM,685,56536,
ISTM,685,45875,
ISTM,689,54719,
ISTM,689,55571,
ISTM,689,55836,
ISTM,705,34520,
ITAL,102,53730,
ITAL,102,34132,
ITAL,202,26825,
ITAL,453,53731,
ITAL,485,52871,
ITDE,301,53372,
ITDE,301,53371,
ITDE,399,35673,
ITDE,402,49106,
ITDE,402,49217,
ITDE,489,55542,
ITDE,489,56542,
ITDE,489,56619,
ITDE,489,56794,
ITDE,499,41095,
ITDE,684,41094,
ITDE,684,52104,
ITDE,684,52868,
ITDE,684,52870,
ITDE,684,53196,
ITDE,684,52103,
ITDE,684,56695,
ITDE,684,56697,
ITDE,685,39912,
ITDE,685,40479,
ITDE,685,41090,
ITDE,685,41091,
ITDE,685,41092,
ITDE,689,56364,
ITDE,689,56604,
ITDE,689,56839,
ITDE,691,37066,
ITDE,691,39911,
ITDE,691,40020,
ITDE,691,40084,
ITDE,691,40346,
ITDE,691,40356,
ITDE,691,40422,
ITDE,691,40772,
ITDE,691,44042,
ITDE,691,44166,
ITDE,691,44167,
ITDE,691,44168,
ITDE,691,44169,
ITDE,691,44786,
ITDE,691,44787,
ITDE,691,44789,
ITDE,691,44791,
ITDE,691,44933,
ITDE,691,44934,
ITDE,691,44935,
ITDE,691,48364,
ITDE,691,48365,
ITDE,691,48366,
ITDE,691,48768,
ITDE,691,48769,
ITDE,691,48770,
ITDE,691,48825,
ITDE,691,48826,
ITDE,691,48828,
ITDE,691,48829,
ITDE,691,48844,
ITDE,691,48845,
ITDE,691,48846,
ITDE,691,53060,
ITDE,691,56257,
ITDE,691,56259,
ITDE,691,56258,
ITDE,691,49069,
ITDE,691,49070,
ITDE,691,49071,
ITDE,691,53191,
ITDE,691,56254,
ITDE,691,56255,
ITDE,691,50658,
ITDE,691,53057,
ITDE,691,53058,
ITDE,710,55470,
ITSV,272,50051,
ITSV,274,50053,
ITSV,303,50057,
ITSV,308,50087,
ITSV,316,50089,
ITSV,412,50090,
JAPN,102,11210,
JAPN,102,11211,
JAPN,102,21245,
JAPN,202,11212,
JAPN,202,11213,
JAPN,302,21247,
JAPN,485,48628,
JAPN,491,25573,
JAPN,491,37838,
JOUR,102,44548,
JOUR,102,14971,
JOUR,200,34485,
JOUR,203,46926,
JOUR,230,49705,
JOUR,230,15700,
JOUR,230,19280,
JOUR,230,39169,
JOUR,230,50238,
JOUR,250,38582,
JOUR,250,56893,
JOUR,285,52721,
JOUR,289,55351,
JOUR,289,55418,
JOUR,301,52529,
JOUR,302,54568,
JOUR,304,54661,
JOUR,318,54370,
JOUR,341,54662,
JOUR,346,49685,
JOUR,359,38583,
JOUR,365,23759,
JOUR,451,54371,
JOUR,458,54242,
JOUR,468,54372,
JOUR,484,12524,
JOUR,485,19284,
JOUR,489,55415,
JOUR,489,55545,
JOUR,489,55965,
JOUR,490,14288,
JWST,285,52272,
JWST,301,53724,
KINE,120,49312,
KINE,120,29428,
KINE,120,42702,
KINE,120,41407,
KINE,120,41408,
KINE,120,54274,
KINE,120,28678,
KINE,120,41409,
KINE,120,41410,
KINE,120,41411,
KINE,120,41412,
KINE,120,41413,
KINE,120,41414,
KINE,120,54902,
KINE,120,34184,
KINE,120,34185,
KINE,120,54229,
KINE,120,46467,
KINE,120,51325,
KINE,120,23645,
KINE,120,38830,
KINE,120,56349,
KINE,120,52449,
KINE,120,41404,
KINE,120,41403,
KINE,121,14293,
KINE,121,14294,
KINE,121,14295,
KINE,121,14290,
KINE,121,21330,
KINE,199,14598,
KINE,199,11217,
KINE,199,11218,
KINE,199,11219,
KINE,199,11226,
KINE,199,11228,
KINE,199,27439,
KINE,199,38127,
KINE,199,49967,
KINE,199,11231,
KINE,199,11232,
KINE,199,38154,
KINE,199,11235,
KINE,199,11237,
KINE,199,38155,
KINE,199,11239,
KINE,199,56442,
KINE,199,11240,
KINE,199,49306,
KINE,199,47483,
KINE,199,11250,
KINE,199,11251,
KINE,199,17793,
KINE,199,46741,
KINE,199,46743,
KINE,199,41514,
KINE,199,25395,
KINE,199,11261,
KINE,199,24290,
KINE,199,11267,
KINE,199,11268,
KINE,199,54275,
KINE,199,54276,
KINE,199,28731,
KINE,199,28732,
KINE,199,46484,
KINE,199,46485,
KINE,199,34061,
KINE,199,34062,
KINE,199,49304,
KINE,199,42699,
KINE,199,43318,
KINE,199,45863,
KINE,199,43793,
KINE,199,29866,
KINE,199,29718,
KINE,199,19479,
KINE,199,11272,
KINE,199,19302,
KINE,199,19304,
KINE,199,18621,
KINE,199,11274,
KINE,199,11275,
KINE,199,40182,
KINE,199,33107,
KINE,199,54277,
KINE,199,34023,
KINE,199,34024,
KINE,199,54273,
KINE,199,34026,
KINE,199,34197,
KINE,199,43914,
KINE,199,34199,
KINE,199,34200,
KINE,199,24936,
KINE,199,15880,
KINE,199,21674,
KINE,199,34402,
KINE,199,51320,
KINE,199,12608,
KINE,199,34116,
KINE,199,55506,
KINE,199,38901,
KINE,199,52114,
