course_ccode,course_cnumber,prereq_ccode,prereq_cnumber,equi_id
MMET,301,MMET,201,9,
MMET,303,MMET,275,1,
MMET,303,ENTC,275,1,
MMET,313,MMET,181,1,
MMET,313,ENTC,181,1,
MMET,313,MMET,207,2,
MMET,313,ENTC,207,2,
MMET,320,STAT,211,1,
MMET,361,MMET,181,1,
MMET,361,ENTC,181,1,
MMET,361,MMET,206,2,
MMET,361,ENTC,206,2,
MMET,361,MMET,207,3,
MMET,361,ENTC,207,3,
MMET,361,MMET,275,4,
MMET,361,ENTC,275,4,
MMET,361,ENGR,216,5,
MMET,361,ENGR,112,5,
MMET,361,PHYS,216,5,
MMET,363,MMET,376,1,
MMET,363,ENTC,376,1,
MMET,370,PHYS,206,1,
MMET,370,PHYS,218,1,
MMET,370,ENGR,216,2,
MMET,370,PHYS,216,2,
MMET,370,PHYS,218,2,
MMET,376,MATH,151,1,
MMET,376,MATH,152,2,
MMET,376,ENGL,104,3,
MMET,376,ENGL,103,3,
MMET,376,MMET,207,4,
MMET,376,ENTC,207,4,
MMET,376,MMET,275,5,
MMET,376,ENTC,275,5,
MMET,376,CHEM,107,6,
MMET,376,CHEM,117,7,
MMET,376,CHEM,102,7,
MMET,376,CHEM,112,8,
MMET,376,CHEM,120,8,
MMET,376,PHYS,206,9,
MMET,376,ENGR,216,10,
MMET,376,PHYS,216,10,
MMET,376,PHYS,218,10,
MMET,380,MATH,152,1,
MMET,380,MMET,181,2,
MMET,380,ENTC,181,2,
MMET,383,MMET,380,1,
MMET,383,ENTC,380,1,
MMET,401,MMET,201,1,
MMET,401,MMET,301,2,
MMET,401,IDIS,303,2,
MMET,401,PHYS,207,3,
MMET,401,PHYS,208,3,
MMET,401,PHYS,219,3,
MMET,401,ENGR,217,4,
MMET,401,PHYS,219,4,
MMET,401,PHYS,217,4,
MMET,401,PHYS,208,4,
MMET,402,MMET,281,1,
MMET,402,ENTC,281,1,
MMET,402,MMET,376,2,
MMET,402,ENTC,376,2,
MMET,410,MMET,361,1,
MMET,410,ENTC,361,1,
MMET,410,MMET,376,2,
MMET,410,ENTC,376,2,
MMET,410,MMET,383,3,
MMET,410,ENTC,383,3,
MMET,410,IDIS,300,4,
MMET,410,ESET,300,4,
MMET,412,MMET,320,1,
MMET,412,ENTC,320,1,
MMET,412,MMET,383,2,
MMET,412,ENTC,383,2,
MMET,412,ISEN,302,3,
MMET,422,MMET,429,1,
MMET,422,ENTC,429,1,
MMET,422,MMET,410,2,
MMET,422,MMET,412,3,
MMET,422,MMET,463,4,
MMET,422,ENTC,399,5,
MMET,429,ISEN,302,1,
MMET,429,MMET,361,2,
MMET,429,MMET,363,3,
MSEN,201,PHYS,206,1,
MSEN,201,PHYS,218,1,
MSEN,201,CHEM,119,2,
MSEN,201,CHEM,101,2,
MSEN,201,CHEM,107,2,
MSEN,205,MSEN,201,1,
MSEN,210,MSEN,201,1,
MSEN,210,AERO,413,1,
MSEN,210,BMEN,343,1,
MSEN,210,CHEN,322,1,
MSEN,210,CVEN,306,1,
MSEN,210,MEEN,222,1,
MSEN,210,MMET,206,1,
MSEN,210,MSEN,222,1,
MSEN,210,NUEN,265,1,
MSEN,210,MATH,152,2,
MSEN,222,CHEM,107,1,
MSEN,222,CHEM,119,1,
MSEN,222,CHEM,101,1,
MSEN,222,PHYS,206,2,
MSEN,250,CHEM,120,1,
MSEN,250,CHEM,102,1,
MSEN,250,CHEM,112,2,
MSEN,250,MSEN,201,3,
MSEN,260,MSEN,201,1,
MSEN,260,AERO,413,1,
MSEN,260,BMEN,343,1,
MSEN,260,CHEN,322,1,
MSEN,260,CVEN,306,1,
MSEN,260,MEEN,222,1,
MSEN,260,MMET,206,1,
MSEN,260,MSEN,222,1,
MSEN,260,NUEN,265,1,
MSEN,281,MSEN,201,1,
MSEN,301,MSEN,210,1,
MSEN,301,MSEN,260,2,
MSEN,302,MSEN,301,1,
MSEN,302,MSEN,380,2,
MSEN,302,MSEN,320,3,
MSEN,305,MSEN,210,1,
MSEN,320,MSEN,260,1,
MSEN,325,MSEN,260,1,
MSEN,330,MATH,307,1,
MSEN,330,MSEN,305,2,
MSEN,330,MSEN,320,3,
MSEN,360,MSEN,250,1,
MSEN,360,MSEN,260,2,
MSEN,380,MSEN,301,1,
MSEN,400,MSEN,301,1,
MSEN,402,MSEN,401,1,
MSEN,410,MSEN,250,1,
MSEN,410,MSEN,305,2,
MSEN,410,MSEN,320,3,
MSEN,420,PHYS,206,1,
MSEN,420,PHYS,218,1,
MSEN,420,CHEM,120,2,
MSEN,420,CHEM,102,2,
MSEN,420,CHEM,112,3,
MSEN,430,MSEN,260,1,
MSEN,444,MSEN,440,1,
MSEN,446,MSEN,440,1,
MSEN,458,MSEN,260,1,
MSEN,644,MSEN,643,1,
MSEN,655,ECEN,769,1,
MSEN,655,MSEN,660,1,
MSEN,655,MSEN,601,1,
MSEN,655,MEEN,601,2,
MSEN,666,MSEN,320,1,
MSEN,666,MEEN,467,1,
MSEN,666,MSEN,625,1,
MSEN,666,MEEN,625,1,
MSEN,666,AERO,603,1,
MSEN,666,MEMA,602,1,
MSEN,666,CVEN,613,1,
MTDE,380,MTDE,333,1,
MTDE,380,ENGR,333,1,
MUSC,205,MUSC,204,1,
MUSC,205,PERF,204,1,
MUSC,205,MUSC,208,2,
MUSC,205,MUSC,210,3,
MUSC,210,MUSC,204,1,
MUSC,210,MUSC,208,2,
MUSC,210,MUSC,205,3,
MUSC,330,MUSC,130,1,
MUSC,354,MUSC,254,1,
MUSC,355,MUSC,255,1,
MUSC,372,MUSC,272,1,
MXET,300,MXET,375,1,
MXET,300,PHYS,207,2,
MXET,300,PHYS,208,2,
MXET,300,PHYS,219,2,
MXET,300,ENGR,217,3,
MXET,300,PHYS,217,3,
MXET,300,PHYS,208,3,
MXET,300,PHYS,219,3,
MXET,300,ESET,359,4,
MXET,300,ESET,369,5,
MXET,375,MMET,275,1,
NRSC,401,VIBS,277,1,
NRSC,401,NRSC,277,1,
NUEN,102,NUEN,101,1,
NUEN,201,MATH,251,1,
NUEN,201,PHYS,208,2,
NUEN,201,PHYS,207,2,
NUEN,265,CHEM,102,1,
NUEN,265,CHEM,104,1,
NUEN,265,CHEM,114,2,
NUEN,265,CHEM,107,2,
NUEN,265,PHYS,218,3,
NUEN,301,NUEN,302,1,
NUEN,302,NUEN,201,1,
NUEN,302,MATH,308,2,
NUEN,303,NUEN,309,1,
NUEN,304,NUEN,301,1,
NUEN,304,MATH,309,2,
NUEN,315,MEEN,221,1,
NUEN,315,MATH,251,2,
NUEN,315,MATH,253,2,
NUEN,329,MATH,309,1,
NUEN,329,NUEN,301,2,
NUEN,410,NUEN,304,1,
NUEN,410,NUEN,406,2,
NUEN,410,MEEN,461,3,
NUEN,417,PHYS,208,1,
NUEN,451,NUEN,303,1,
NUEN,451,NUEN,309,2,
NUEN,460,NUEN,301,1,
NUEN,460,NUEN,302,1,
NUEN,460,NUEN,304,1,
NUEN,460,NUEN,406,1,
NUEN,460,NUEN,430,1,
NUEN,460,MEEN,315,2,
NUEN,460,MEEN,344,2,
NUEN,460,MEEN,461,2,
NUEN,475,NUEN,309,1,
NURS,306,NURS,307,1,
NURS,307,NURS,306,1,
NURS,320,NURS,306,1,
NURS,320,NURS,307,2,
NURS,320,NURS,312,3,
NURS,320,NURS,316,4,
NURS,323,NURS,306,1,
NURS,323,NURS,313,1,
NURS,323,NURS,307,2,
NURS,323,NURS,314,2,
NURS,323,NURS,312,3,
NURS,323,NURS,316,4,
NURS,323,NURS,320,5,
NURS,411,NURS,306,1,
NURS,411,NURS,313,1,
NURS,411,NURS,307,2,
NURS,411,NURS,314,2,
NURS,411,NURS,312,3,
NURS,411,NURS,316,4,
NURS,412,NURS,306,1,
NURS,412,NURS,313,1,
NURS,412,NURS,307,2,
NURS,412,NURS,314,2,
NURS,412,NURS,312,3,
NURS,412,NURS,316,4,
NURS,413,NURS,306,1,
NURS,413,NURS,313,1,
NURS,413,NURS,307,2,
NURS,413,NURS,314,2,
NURS,413,NURS,312,3,
NURS,413,NURS,316,4,
NURS,413,NURS,320,5,
NURS,420,NURS,320,1,
NURS,421,NURS,306,1,
NURS,421,NURS,313,1,
NURS,421,NURS,307,2,
NURS,421,NURS,314,2,
NURS,421,NURS,312,3,
NURS,421,NURS,316,4,
NURS,421,NURS,320,5,
NURS,430,NURS,305,1,
NURS,430,NURS,306,2,
NURS,430,NURS,313,2,
NURS,430,NURS,307,3,
NURS,430,NURS,314,3,
NURS,430,NURS,315,4,
NURS,430,NURS,320,5,
NURS,430,NURS,411,6,
NURS,430,NURS,412,7,
NURS,430,NURS,420,8,
NURS,625,NURS,624,1,
NURS,625,NURS,623,1,
NURS,625,NURS,620,1,
NURS,638,NURS,617,1,
NURS,638,NURS,618,2,
NURS,638,NURS,651,3,
NURS,638,NURS,652,4,
NURS,638,NURS,653,5,
NURS,638,NURS,654,6,
NURS,638,NURS,656,7,
NUTR,203,CHEM,119,1,
NUTR,204,NUTR,203,1,
NUTR,211,CHEM,119,1,
NUTR,211,CHEM,101,1,
NUTR,211,CHEM,111,2,
NUTR,211,NUTR,202,3,
NUTR,211,NFSC,202,3,
NUTR,211,NUTR,203,3,
NUTR,211,NFSC,203,3,
NUTR,301,NUTR,202,1,
NUTR,301,NFSC,202,1,
NUTR,301,NUTR,203,1,
NUTR,301,NFSC,203,1,
NUTR,306,NUTR,301,1,
NUTR,365,NFSC,203,1,
NUTR,365,NUTR,203,1,
NUTR,365,NFSC,301,2,
NUTR,365,NUTR,301,2,
NUTR,367,NUTR,366,1,
NUTR,403,NUTR,306,1,
NUTR,412,NUTR,203,1,
NUTR,412,NFSC,203,1,
NUTR,412,NUTR,301,2,
NUTR,412,NFSC,301,2,
NUTR,412,NUTR,444,2,
NUTR,412,BIOL,319,3,
NUTR,412,BICH,410,4,
NUTR,430,NUTR,301,1,
NUTR,440,NUTR,301,1,
NUTR,475,NUTR,301,1,
NUTR,475,NUTR,366,2,
NUTR,475,BIOL,319,2,
NUTR,475,BICH,409,3,
NUTR,475,BICH,410,3,
NUTR,475,BICH,440,3,
OCEN,214,MATH,308,1,
OCEN,214,OCEN,221,2,
OCEN,221,MATH,251,1,
OCEN,221,MATH,253,1,
OCEN,265,OCEN,214,1,
OCEN,265,CVEN,305,1,
OCEN,300,OCEN,311,1,
OCEN,300,OCEN,362,2,
OCEN,345,OCEN,214,1,
OCEN,352,OCEN,351,1,
OCEN,362,OCEN,311,1,
OCEN,362,MATH,308,2,
OCEN,399,OCEN,201,1,
OCEN,401,OCEN,311,1,
OCEN,407,OCEN,400,1,
OCEN,407,OCEN,402,2,
OCEN,407,OCEN,403,3,
OCEN,407,OCEN,406,4,
OCEN,410,OCEN,400,1,
OCEN,410,OCEN,402,2,
OCEN,410,OCEN,403,3,
OCEN,415,OCEN,345,1,
OCEN,421,OCEN,362,1,
OCEN,421,OCEN,402,2,
OCEN,481,OCEN,406,1,
OCNG,340,CHEM,120,1,
OCNG,340,OCNG,251,2,
OCNG,443,OCNG,251,1,
OCNG,443,CHEM,120,2,
OCNG,451,MATH,308,1,
OCNG,461,OCNG,203,1,
OCNG,461,STAT,211,2,
OCNG,461,STAT,303,2,
OCNG,470,MATH,151,1,
OCNG,470,STAT,211,2,
OCNG,470,STAT,303,2,
OCNG,470,STAT,302,2,
OCNG,470,STAT,301,2,
OCNG,661,OCNG,604,1,
OCNG,661,OCNG,608,2,
OCNG,661,OCNG,657,3,
PBSI,209,PBSI,107,1,
PBSI,209,PSYC,107,1,
PBSI,210,PBSI,107,1,
PBSI,210,PSYC,107,1,
PBSI,235,PSYC,107,1,
PBSI,235,PBSI,107,1,
PBSI,235,BIOL,111,1,
PBSI,300,PBSI,107,1,
PBSI,300,PSYC,107,1,
PBSI,301,PBSI,107,1,
PBSI,301,PSYC,107,1,
PBSI,301,PBSI,245,2,
PBSI,301,PSYC,245,2,
PBSI,302,PBSI,301,1,
PBSI,302,PSYC,301,1,
PBSI,302,PBSI,107,2,
PBSI,302,PSYC,107,2,
PBSI,306,PBSI,107,1,
PBSI,306,PSYC,107,1,
PBSI,307,PBSI,107,1,
PBSI,307,PSYC,107,1,
PBSI,307,PBSI,245,2,
PBSI,307,PSYC,245,2,
PBSI,307,MATH,140,2,
PBSI,307,MATH,168,2,
PBSI,307,MATH,142,2,
PBSI,307,MATH,147,2,
PBSI,307,MATH,151,2,
PBSI,307,MATH,171,2,
PBSI,307,MATH,152,2,
PBSI,307,MATH,148,2,
PBSI,307,MATH,172,2,
PBSI,307,MATH,150,2,
PBSI,307,PHIL,240,2,
PBSI,307,STAT,201,2,
PBSI,315,PBSI,107,1,
PBSI,315,PSYC,107,1,
PBSI,320,PBSI,235,1,
PBSI,320,PSYC,235,1,
PBSI,320,NRSC,235,1,
PBSI,323,PSYC,107,1,
PBSI,323,PBSI,107,1,
PBSI,323,PSYC,245,2,
PBSI,323,PBSI,245,2,
PBSI,323,MATH,140,2,
PBSI,323,MATH,168,2,
PBSI,323,MATH,142,2,
PBSI,323,MATH,147,2,
PBSI,323,MATH,151,2,
PBSI,323,MATH,171,2,
PBSI,323,MATH,152,2,
PBSI,323,MATH,148,2,
PBSI,323,MATH,172,2,
PBSI,323,MATH,150,2,
PBSI,323,PHIL,240,2,
PBSI,323,STAT,201,2,
PBSI,330,PSYC,107,1,
PBSI,330,PBSI,107,1,
PBSI,332,PSYC,335,1,
PBSI,332,PBSI,235,1,
PBSI,332,PSYC,235,1,
PBSI,332,NRSC,335,1,
PBSI,332,NRSC,235,1,
PBSI,332,PSYC,340,1,
PBSI,332,PBSI,340,1,
PBSI,332,NRSC,340,1,
PBSI,332,VIBS,277,1,
PBSI,332,NRSC,277,1,
PBSI,336,PSYC,335,1,
PBSI,336,PSYC,235,1,
PBSI,336,PBSI,235,1,
PBSI,336,NRSC,335,1,
PBSI,336,NRSC,235,1,
PBSI,336,PSYC,340,1,
PBSI,336,PBSI,340,1,
PBSI,336,NRSC,340,1,
PBSI,336,VIBS,277,1,
PBSI,336,NRSC,277,1,
PBSI,345,PSYC,107,1,
PBSI,345,PBSI,107,1,
PBSI,345,PSYC,245,2,
PBSI,345,PBSI,245,2,
PBSI,345,MATH,140,2,
PBSI,345,MATH,168,2,
PBSI,345,MATH,142,2,
PBSI,345,MATH,147,2,
PBSI,345,MATH,151,2,
PBSI,345,MATH,171,2,
PBSI,345,MATH,152,2,
PBSI,345,MATH,148,2,
PBSI,345,MATH,172,2,
PBSI,345,MATH,150,2,
PBSI,345,PHIL,240,2,
PBSI,345,STAT,201,2,
PBSI,350,PSYC,107,1,
PBSI,350,PBSI,107,1,
PBSI,350,PBSI,235,2,
PBSI,350,PSYC,235,2,
PBSI,350,NRSC,235,2,
PBSI,352,PSYC,107,1,
PBSI,352,PBSI,107,1,
PBSI,352,PSYC,245,2,
PBSI,352,PBSI,245,2,
PBSI,352,MATH,140,2,
PBSI,352,MATH,168,2,
PBSI,352,MATH,142,2,
PBSI,352,MATH,147,2,
PBSI,352,MATH,151,2,
PBSI,352,MATH,171,2,
PBSI,352,MATH,152,2,
PBSI,352,MATH,148,2,
PBSI,352,MATH,172,2,
PBSI,352,MATH,150,2,
PBSI,352,PHIL,240,2,
PBSI,352,STAT,201,2,
PBSI,360,PSYC,107,1,
PBSI,360,PBSI,107,1,
PBSI,375,PBSI,107,1,
PBSI,414,PBSI,107,1,
PBSI,414,PSYC,107,1,
PBSI,471,PBSI,235,1,
PBSI,471,PSYC,235,1,
PBSI,475,PBSI,235,1,
PBSI,475,PSYC,235,1,
PBSI,484,PBSI,301,1,
PBSI,484,PSYC,301,1,
PBSI,484,PBSI,302,2,
PBSI,484,PSYC,302,2,
PBSI,613,PBSI,623,1,
PBSI,613,PSYC,623,1,
PBSI,613,PBSI,624,2,
PBSI,613,PSYC,624,2,
PBSI,653,PBSI,652,1,
PBSI,653,PSYC,652,1,
PETE,219,ENGR,102,1,
PETE,219,PETE,301,2,
PETE,225,MATH,152,1,
PETE,225,PHYS,206,2,
PETE,225,ENGR,216,3,
PETE,225,PHYS,216,3,
PETE,225,CHEM,107,4,
PETE,225,CHEM,117,5,
PETE,301,MATH,308,1,
PETE,301,PETE,219,2,
PETE,310,CHEM,107,1,
PETE,310,CHEM,117,2,
PETE,310,MATH,308,3,
PETE,310,PETE,311,4,
PETE,310,PETE,315,5,
PETE,311,MATH,251,1,
PETE,311,PHYS,207,2,
PETE,311,ENGR,217,3,
PETE,311,PHYS,217,3,
PETE,311,CHEM,107,4,
PETE,311,CHEM,117,5,
PETE,311,GEOL,104,6,
PETE,314,PETE,315,1,
PETE,315,MATH,251,1,
PETE,315,MEEN,221,2,
PETE,321,PETE,301,1,
PETE,321,PETE,310,2,
PETE,321,PETE,311,3,
PETE,321,GEOL,404,4,
PETE,323,PETE,301,1,
PETE,323,PETE,310,2,
PETE,323,PETE,311,3,
PETE,323,GEOL,404,4,
PETE,324,PETE,301,1,
PETE,324,PETE,310,2,
PETE,324,PETE,311,3,
PETE,324,GEOL,404,4,
PETE,325,PETE,301,1,
PETE,325,PETE,310,2,
PETE,325,PETE,314,3,
PETE,337,PETE,335,1,
PETE,337,PETE,336,1,
PETE,353,PETE,301,1,
PETE,353,PETE,310,2,
PETE,355,PETE,325,1,
PETE,355,PETE,321,2,
PETE,355,PETE,314,3,
PETE,355,PETE,225,4,
PETE,355,CVEN,305,5,
PETE,401,PETE,310,1,
PETE,401,PETE,321,2,
PETE,401,PETE,323,3,
PETE,401,PETE,324,4,
PETE,401,PETE,353,5,
PETE,402,PETE,355,1,
PETE,402,PETE,401,2,
PETE,402,PETE,404,3,
PETE,402,PETE,410,4,
PETE,404,PETE,401,1,
PETE,410,PETE,321,1,
PETE,410,PETE,323,2,
PETE,410,PETE,324,3,
PETE,410,PETE,325,4,
PETE,416,PETE,410,1,
PETE,418,PETE,353,1,
PETE,419,PETE,219,1,
PETE,419,PETE,301,2,
PETE,426,PETE,323,1,
PETE,437,PETE,435,1,
PETE,437,PETE,436,1,
PETE,453,PETE,353,1,
PETE,639,PETE,355,1,
PETE,639,PETE,661,1,
PETE,667,PETE,664,1,
PHAR,606,PHAR,605,1,
PHAR,606,PHAR,672,2,
PHAR,611,PHAR,610,1,
PHAR,642,PHAR,641,1,
PHAR,673,PHAR,605,1,
PHAR,673,PHAR,610,2,
PHAR,673,PHAR,626,3,
PHAR,673,PHAR,672,4,
PHAR,705,PHAR,606,1,
PHAR,706,PHAR,606,1,
PHAR,712,PHAR,710,1,
PHAR,712,PHAR,711,2,
PHAR,712,PHAR,714,3,
PHAR,713,PHAR,710,1,
PHAR,713,PHAR,711,2,
PHAR,715,PHAR,710,1,
PHAR,715,PHAR,711,2,
PHAR,715,PHAR,714,3,
PHAR,812,PHAR,810,1,
PHAR,812,PHAR,811,2,
PHAR,812,PHAR,814,3,
PHAR,815,PHAR,814,1,
PHAR,815,PHAR,875,2,
PHAR,875,PHAR,810,1,
PHAR,875,PHAR,811,2,
PHEB,603,PHEB,602,1,
PHEB,610,PHEB,602,1,
PHEB,610,PHEB,605,2,
PHEB,610,PHEB,603,2,
PHEB,611,PHEB,610,1,
PHEB,611,PHEB,603,2,
PHEB,614,PHEB,602,1,
PHEB,614,PHEB,603,2,
PHEB,614,PHEB,609,3,
PHEB,615,PHEB,605,1,
PHEB,624,PHEB,600,1,
PHEB,624,PHEB,605,1,
PHEB,627,PHEB,605,1,
PHLT,311,PHLT,310,1,
PHLT,315,PHLT,314,1,
PHLT,370,PHLT,270,1,
PHLT,410,PHLT,310,1,
PHLT,412,PHLT,313,1,
PHLT,441,PHLT,411,1,
PHLT,445,PHLT,441,1,
PHPM,614,PHPM,605,1,
PHPM,614,PHPM,606,1,
PHPM,617,PHPM,602,1,
PHPM,617,PHEB,602,1,
PHPM,617,STAT,651,1,
PHPM,617,STAT,652,1,
PHPM,631,PHPM,605,1,
PHPM,631,PHPM,606,1,
PHPM,633,PHPM,605,1,
PHPM,633,PHPM,606,1,
PHYS,206,MATH,151,1,
PHYS,206,MATH,171,1,
PHYS,207,PHYS,206,1,
PHYS,207,MATH,152,2,
PHYS,207,MATH,172,2,
PHYS,221,PHYS,207,1,
PHYS,221,PHYS,208,1,
PHYS,221,MATH,221,2,
PHYS,221,MATH,251,2,
PHYS,221,MATH,253,2,
PHYS,221,MATH,308,3,
PHYS,222,PHYS,207,1,
PHYS,222,PHYS,208,1,
PHYS,222,MATH,308,2,
PHYS,226,PHYS,206,1,
PHYS,226,MATH,151,2,
PHYS,226,MATH,171,2,
PHYS,303,PHYS,302,1,
PHYS,309,PHYS,221,1,
PHYS,309,MATH,308,2,
PHYS,327,PHYS,225,1,
PHYS,327,PHYS,309,2,
PHYS,328,PHYS,327,1,
PHYS,331,PHYS,221,1,
PHYS,331,MATH,308,2,
PHYS,401,PHYS,332,1,
PHYS,412,PHYS,302,1,
PHYS,412,PHYS,309,2,
PHYS,412,PHYS,332,3,
PHYS,419,PHYS,309,1,
PHYS,419,PHYS,222,1,
PHYS,419,PHYS,414,2,
PHYS,425,PHYS,327,1,
PLPA,301,BIOL,113,1,
PLPA,301,BIOL,101,1,
PLPA,301,BIOL,111,1,
PLPA,303,PLPA,301,1,
PLPA,604,PLPA,301,1,
PLPA,604,PLPA,601,1,
PLPA,605,PLPA,301,1,
PLPA,605,PLPA,601,1,
PLPA,606,PLPA,301,1,
PLPA,606,PLPA,601,1,
POLS,306,POLS,206,1,
POLS,308,POLS,206,1,
POLS,309,POLS,209,1,
POLS,314,POLS,206,1,
POLS,315,POLS,206,1,
POLS,322,POLS,206,1,
POLS,326,POLS,206,1,
POLS,326,POLS,207,2,
POLS,340,POLS,206,1,
POLS,350,POLS,206,1,
POLS,353,POLS,206,1,
POLS,412,POLS,206,1,
POLS,415,POLS,206,1,
POLS,420,POLS,206,1,
POLS,420,POLS,209,2,
POLS,424,POLS,206,1,
POLS,424,POLS,207,2,
POLS,429,POLS,206,1,
POLS,432,POLS,206,1,
POLS,432,POLS,207,2,
POLS,447,POLS,206,1,
POLS,475,POLS,206,1,
POLS,489,POLS,206,1,
POSC,308,BIOL,111,1,
POSC,308,POSC,201,2,
POSC,406,CHEM,222,1,
POSC,406,POSC,309,2,
POSC,406,POSC,405,3,
POSC,406,DASC,326,4,
POSC,406,FSTC,326,4,
POSC,406,NFSC,326,4,
POSC,412,POSC,411,1,
POSC,429,DASC,326,1,
POSC,429,FSTC,326,1,
POSC,429,NFSC,326,1,
POSC,429,BIOL,351,1,
POSC,429,VTPB,405,1,
PSAA,360,PSAA,210,1,
PSAA,650,PSAA,634,1,
PSAA,650,PSAA,644,1,
RDNG,351,RDNG,373,1,
RDNG,373,RDNG,351,1,
RDNG,467,RDNG,351,1,
RDNG,467,RDNG,361,2,
RDNG,467,RDNG,473,2,
RDNG,467,TEFB,410,3,
RDNG,467,TEFB,412,4,
RDNG,467,TEFB,413,5,
RDNG,470,MEFB,450,1,
RDNG,470,MEFB,452,2,
RDNG,470,RDNG,490,3,
RDNG,473,RDNG,351,1,
RDNG,473,RDNG,373,2,
RDNG,490,MEFB,452,1,
RDNG,490,RDNG,470,2,
RDNG,490,MEFB,450,3,
RDNG,605,RDNG,604,1,
RUSS,102,RUSS,101,1,
RUSS,201,RUSS,102,1,
RUSS,202,RUSS,201,1,
RUSS,211,RUSS,102,1,
RUSS,302,RUSS,202,1,
RUSS,302,RUSS,222,1,
RUSS,410,RUSS,202,1,
RUSS,410,RUSS,222,1,
RUSS,442,RUSS,201,1,
RWFM,308,ECCB,205,1,
RWFM,308,RENR,205,1,
RWFM,308,BIOL,357,1,
RWFM,317,RWFM,314,1,
RWFM,317,ESSM,314,1,
RWFM,349,RENR,205,1,
RWFM,349,ECCB,205,1,
RWFM,349,BIOL,357,1,
RWFM,349,ANSC,107,2,
RWFM,349,ANSC,108,3,
RWFM,349,BIOL,107,3,
RWFM,350,STAT,302,1,
RWFM,350,MATH,140,1,
SCMT,300,SCMT,364,1,
SCMT,300,SCMT,361,2,
SCMT,335,INFO,364,1,
SCMT,335,SCMT,364,1,
SCMT,335,INFO,340,2,
SCMT,335,SCMT,340,2,
SCMT,335,INFO,361,3,
SCMT,335,SCMT,361,3,
SCMT,336,SCMT,364,1,
SCMT,336,INFO,364,1,
SCMT,340,SCMT,364,1,
SCMT,345,SCMT,364,1,
SCMT,345,INFO,364,1,
SCMT,345,SCMT,340,2,
SCMT,345,INFO,340,2,
SCMT,345,SCMT,361,3,
SCMT,345,INFO,361,3,
SCMT,361,SCMT,364,1,
SCMT,361,INFO,364,1,
SCMT,361,SCMT,300,2,
SCMT,390,SCMT,364,1,
SCMT,390,FINC,341,1,
SCMT,465,SCMT,340,1,
SCMT,465,INFO,340,1,
SCMT,465,SCMT,361,2,
SCMT,465,INFO,361,2,
SCMT,468,SCMT,364,1,
SCMT,468,INFO,364,1,
SCMT,469,SCMT,364,1,
SCSC,304,SCSC,105,1,
SCSC,304,SCSC,205,1,
SCSC,304,HORT,201,1,
SCSC,307,SCSC,205,1,
SCSC,309,SCSC,301,1,
SCSC,424,SCSC,301,1,
SCSC,427,SCSC,309,1,
SCSC,455,SCSC,301,1,
SEFB,425,SEFB,410,1,
SEFB,425,SPED,410,2,
SOCI,323,SOCI,205,1,
SOCI,328,SOCI,205,1,
SOCI,415,SOCI,205,1,
SOCI,420,SOCI,220,1,
SOCI,430,SOCI,230,1,
SOMS,281,SOMS,280,1,
SOMS,381,SOMS,380,1,
SPAN,102,SPAN,101,1,
SPAN,201,SPAN,102,1,
SPAN,202,SPAN,201,1,
SPAN,203,SPAN,201,1,
SPAN,208,SPAN,102,1,
SPAN,218,SPAN,201,1,
SPAN,218,SPAN,208,1,
SPAN,301,SPAN,202,1,
SPAN,301,SPAN,203,1,
SPAN,301,SPAN,218,1,
SPAN,301,SPAN,222,1,
SPAN,302,SPAN,202,1,
SPAN,302,SPAN,203,1,
SPAN,302,SPAN,218,1,
SPAN,302,SPAN,222,1,
SPAN,303,SPAN,202,1,
SPAN,303,SPAN,203,1,
SPAN,303,SPAN,218,1,
SPAN,303,SPAN,222,1,
SPAN,304,SPAN,202,1,
SPAN,304,SPAN,203,1,
SPAN,304,SPAN,218,1,
SPAN,304,SPAN,222,1,
SPAN,305,SPAN,301,1,
SPAN,305,SPAN,302,1,
SPAN,305,SPAN,303,1,
SPAN,305,SPAN,304,1,
SPAN,305,SPAN,306,1,
SPAN,305,SPAN,307,1,
SPAN,305,SPAN,311,1,
SPAN,305,SPAN,312,1,
SPAN,305,SPAN,318,1,
SPAN,305,SPAN,320,1,
SPAN,305,SPAN,331,1,
SPAN,305,SPAN,332,1,
SPAN,305,SPAN,341,1,
SPAN,305,SPAN,342,1,
SPAN,305,SPAN,350,1,
SPAN,305,SPAN,352,1,
SPAN,305,SPAN,403,1,
SPAN,305,SPAN,407,1,
SPAN,305,SPAN,409,1,
SPAN,305,SPAN,410,1,
SPAN,305,SPAN,411,1,
SPAN,305,SPAN,412,1,
SPAN,305,SPAN,413,1,
SPAN,305,SPAN,414,1,
SPAN,305,SPAN,417,1,
SPAN,305,SPAN,421,1,
SPAN,305,SPAN,423,1,
SPAN,305,SPAN,445,1,
SPAN,305,SPAN,450,1,
SPAN,305,SPAN,452,1,
SPAN,305,SPAN,460,1,
SPAN,305,SPAN,461,1,
SPAN,305,SPAN,462,1,
SPAN,306,SPAN,302,1,
SPAN,306,SPAN,303,1,
SPAN,306,SPAN,304,1,
SPAN,306,SPAN,307,1,
SPAN,306,SPAN,301,1,
SPAN,306,SPAN,311,1,
SPAN,306,SPAN,312,1,
SPAN,306,SPAN,318,1,
SPAN,306,SPAN,320,1,
SPAN,306,SPAN,331,1,
SPAN,306,SPAN,332,1,
SPAN,306,SPAN,341,1,
