course_ccode,course_cnumber,prereq_ccode,prereq_cnumber,equi_id
ENGL,317,ENGL,314,1,
ENGL,317,ENGL,315,1,
ENGL,317,ENGL,316,1,
ENGL,317,ENGL,321,1,
ENGL,317,ENGL,322,1,
ENGL,317,ENGL,323,1,
ENGL,317,ENGL,330,1,
ENGL,317,ENGL,331,1,
ENGL,317,ENGL,334,1,
ENGL,317,ENGL,335,1,
ENGL,317,ENGL,336,1,
ENGL,317,ENGL,337,1,
ENGL,317,ENGL,338,1,
ENGL,317,ENGL,340,1,
ENGL,317,ENGL,350,1,
ENGL,317,ENGL,352,1,
ENGL,317,ENGL,357,1,
ENGL,317,ENGL,360,1,
ENGL,317,ENGL,361,1,
ENGL,317,ENGL,372,1,
ENGL,317,ENGL,373,1,
ENGL,317,ENGL,375,1,
ENGL,317,ENGL,376,1,
ENGL,317,ENGL,377,1,
ENGL,317,ENGL,378,1,
ENGL,317,ENGL,390,1,
ENGL,317,ENGL,391,1,
ENGL,317,ENGL,394,1,
ENGL,317,ENGL,396,1,
ENGL,317,ENGL,356,1,
ENGL,317,FILM,356,1,
ENGL,317,ENGL,365,1,
ENGL,317,RELS,360,1,
ENGL,317,ENGL,392,1,
ENGL,317,RELS,392,1,
ENGL,317,ENGL,329,1,
ENGL,317,AFST,329,1,
ENGL,317,ENGL,339,1,
ENGL,317,AFST,339,1,
ENGL,317,ENGL,379,1,
ENGL,317,AFST,379,1,
ENGL,317,ENGL,393,1,
ENGL,317,AFST,393,1,
ENGL,317,ENGL,333,1,
ENGL,317,WGST,333,1,
ENGL,317,ENGL,374,1,
ENGL,317,WGST,374,1,
ENGL,317,ENGL,362,1,
ENGL,317,HISP,362,1,
ENGL,317,ENGL,305,1,
ENGL,317,ENGL,306,1,
ENGL,317,ENGL,292,1,
ENGL,317,ENGL,343,1,
ENGL,317,ENGL,395,1,
ENGL,320,ENGL,210,1,
ENGL,322,ENGL,203,1,
ENGL,322,ENGL,202,1,
ENGL,322,ENGL,206,1,
ENGL,322,ENGL,212,1,
ENGL,322,ENGL,219,1,
ENGL,322,ENGL,227,1,
ENGL,322,ENGL,228,1,
ENGL,322,ENGL,231,1,
ENGL,322,ENGL,232,1,
ENGL,322,ENGL,204,1,
ENGL,322,AFST,204,1,
ENGL,322,ENGL,205,1,
ENGL,322,AFST,205,1,
ENGL,322,ENGL,221,1,
ENGL,322,MODL,221,1,
ENGL,322,ENGL,222,1,
ENGL,322,MODL,222,1,
ENGL,322,ENGL,303,1,
ENGL,322,ENGL,312,1,
ENGL,322,ENGL,313,1,
ENGL,322,ENGL,314,1,
ENGL,322,ENGL,315,1,
ENGL,322,ENGL,316,1,
ENGL,322,ENGL,317,1,
ENGL,322,ENGL,321,1,
ENGL,322,ENGL,323,1,
ENGL,322,ENGL,330,1,
ENGL,322,ENGL,331,1,
ENGL,322,ENGL,334,1,
ENGL,322,ENGL,335,1,
ENGL,322,ENGL,336,1,
ENGL,322,ENGL,337,1,
ENGL,322,ENGL,338,1,
ENGL,322,ENGL,340,1,
ENGL,322,ENGL,350,1,
ENGL,322,ENGL,352,1,
ENGL,322,ENGL,357,1,
ENGL,322,ENGL,360,1,
ENGL,322,ENGL,361,1,
ENGL,322,ENGL,372,1,
ENGL,322,ENGL,373,1,
ENGL,322,ENGL,375,1,
ENGL,322,ENGL,376,1,
ENGL,322,ENGL,377,1,
ENGL,322,ENGL,378,1,
ENGL,322,ENGL,390,1,
ENGL,322,ENGL,391,1,
ENGL,322,ENGL,394,1,
ENGL,322,ENGL,396,1,
ENGL,322,ENGL,356,1,
ENGL,322,FILM,356,1,
ENGL,322,ENGL,365,1,
ENGL,322,RELS,360,1,
ENGL,322,ENGL,392,1,
ENGL,322,RELS,392,1,
ENGL,322,ENGL,329,1,
ENGL,322,AFST,329,1,
ENGL,322,ENGL,339,1,
ENGL,322,AFST,339,1,
ENGL,322,ENGL,379,1,
ENGL,322,AFST,379,1,
ENGL,322,ENGL,393,1,
ENGL,322,AFST,393,1,
ENGL,322,ENGL,333,1,
ENGL,322,WGST,333,1,
ENGL,322,ENGL,374,1,
ENGL,322,WGST,374,1,
ENGL,322,ENGL,362,1,
ENGL,322,HISP,362,1,
ENGL,322,ENGL,305,1,
ENGL,322,ENGL,306,1,
ENGL,322,ENGL,292,1,
ENGL,322,ENGL,343,1,
ENGL,322,ENGL,395,1,
ENGL,345,ENGL,235,1,
ENGL,348,ENGL,235,1,
ENGL,351,ENGL,251,1,
ENGL,351,FILM,251,1,
ENGL,351,FILM,301,1,
ENGL,373,ENGL,203,1,
ENGL,373,ENGL,206,1,
ENGL,373,ENGL,202,1,
ENGL,373,ENGL,212,1,
ENGL,373,ENGL,219,1,
ENGL,373,ENGL,227,1,
ENGL,373,ENGL,228,1,
ENGL,373,ENGL,231,1,
ENGL,373,ENGL,232,1,
ENGL,373,ENGL,204,1,
ENGL,373,AFST,204,1,
ENGL,373,ENGL,205,1,
ENGL,373,AFST,205,1,
ENGL,373,ENGL,221,1,
ENGL,373,MODL,221,1,
ENGL,373,ENGL,222,1,
ENGL,373,MODL,222,1,
ENGL,373,ENGL,303,1,
ENGL,373,ENGL,312,1,
ENGL,373,ENGL,313,1,
ENGL,373,ENGL,314,1,
ENGL,373,ENGL,315,1,
ENGL,373,ENGL,316,1,
ENGL,373,ENGL,317,1,
ENGL,373,ENGL,321,1,
ENGL,373,ENGL,322,1,
ENGL,373,ENGL,323,1,
ENGL,373,ENGL,330,1,
ENGL,373,ENGL,331,1,
ENGL,373,ENGL,334,1,
ENGL,373,ENGL,335,1,
ENGL,373,ENGL,336,1,
ENGL,373,ENGL,337,1,
ENGL,373,ENGL,338,1,
ENGL,373,ENGL,340,1,
ENGL,373,ENGL,350,1,
ENGL,373,ENGL,352,1,
ENGL,373,ENGL,357,1,
ENGL,373,ENGL,360,1,
ENGL,373,ENGL,361,1,
ENGL,373,ENGL,372,1,
ENGL,373,ENGL,375,1,
ENGL,373,ENGL,376,1,
ENGL,373,ENGL,377,1,
ENGL,373,ENGL,378,1,
ENGL,373,ENGL,390,1,
ENGL,373,ENGL,391,1,
ENGL,373,ENGL,394,1,
ENGL,373,ENGL,396,1,
ENGL,373,ENGL,356,1,
ENGL,373,FILM,356,1,
ENGL,373,ENGL,365,1,
ENGL,373,RELS,360,1,
ENGL,373,ENGL,392,1,
ENGL,373,RELS,392,1,
ENGL,373,ENGL,329,1,
ENGL,373,AFST,329,1,
ENGL,373,ENGL,339,1,
ENGL,373,AFST,339,1,
ENGL,373,ENGL,379,1,
ENGL,373,AFST,379,1,
ENGL,373,ENGL,393,1,
ENGL,373,AFST,393,1,
ENGL,373,ENGL,333,1,
ENGL,373,WGST,333,1,
ENGL,373,ENGL,374,1,
ENGL,373,WGST,374,1,
ENGL,373,ENGL,362,1,
ENGL,373,HISP,362,1,
ENGL,373,ENGL,305,1,
ENGL,373,ENGL,306,1,
ENGL,373,ENGL,292,1,
ENGL,373,ENGL,343,1,
ENGL,373,ENGL,395,1,
ENGL,377,ENGL,203,1,
ENGL,377,ENGL,202,1,
ENGL,377,ENGL,206,1,
ENGL,377,ENGL,212,1,
ENGL,377,ENGL,219,1,
ENGL,377,ENGL,227,1,
ENGL,377,ENGL,228,1,
ENGL,377,ENGL,231,1,
ENGL,377,ENGL,232,1,
ENGL,377,ENGL,204,1,
ENGL,377,AFST,204,1,
ENGL,377,ENGL,221,1,
ENGL,377,MODL,221,1,
ENGL,377,ENGL,222,1,
ENGL,377,MODL,222,1,
ENGL,377,ENGL,303,1,
ENGL,377,ENGL,312,1,
ENGL,377,ENGL,313,1,
ENGL,377,ENGL,314,1,
ENGL,377,ENGL,315,1,
ENGL,377,ENGL,316,1,
ENGL,377,ENGL,317,1,
ENGL,377,ENGL,321,1,
ENGL,377,ENGL,322,1,
ENGL,377,ENGL,323,1,
ENGL,377,ENGL,330,1,
ENGL,377,ENGL,331,1,
ENGL,377,ENGL,334,1,
ENGL,377,ENGL,335,1,
ENGL,377,ENGL,336,1,
ENGL,377,ENGL,337,1,
ENGL,377,ENGL,338,1,
ENGL,377,ENGL,340,1,
ENGL,377,ENGL,350,1,
ENGL,377,ENGL,352,1,
ENGL,377,ENGL,357,1,
ENGL,377,ENGL,360,1,
ENGL,377,ENGL,361,1,
ENGL,377,ENGL,372,1,
ENGL,377,ENGL,373,1,
ENGL,377,ENGL,375,1,
ENGL,377,ENGL,376,1,
ENGL,377,ENGL,378,1,
ENGL,377,ENGL,390,1,
ENGL,377,ENGL,391,1,
ENGL,377,ENGL,394,1,
ENGL,377,ENGL,396,1,
ENGL,377,ENGL,356,1,
ENGL,377,FILM,356,1,
ENGL,377,ENGL,365,1,
ENGL,377,RELS,360,1,
ENGL,377,ENGL,392,1,
ENGL,377,RELS,392,1,
ENGL,377,ENGL,329,1,
ENGL,377,AFST,329,1,
ENGL,377,ENGL,379,1,
ENGL,377,AFST,379,1,
ENGL,377,ENGL,393,1,
ENGL,377,AFST,393,1,
ENGL,377,ENGL,333,1,
ENGL,377,WGST,333,1,
ENGL,377,ENGL,374,1,
ENGL,377,WGST,374,1,
ENGL,377,ENGL,362,1,
ENGL,377,HISP,362,1,
ENGL,377,ENGL,305,1,
ENGL,377,ENGL,205,1,
ENGL,377,AFST,205,1,
ENGL,377,ENGL,339,1,
ENGL,377,AFST,339,1,
ENGL,377,ENGL,306,1,
ENGL,377,ENGL,292,1,
ENGL,377,ENGL,343,1,
ENGL,377,ENGL,395,1,
ENGL,395,ENGL,292,1,
ENGL,395,ENGL,202,1,
ENGL,395,ENGL,203,1,
ENGL,395,ENGL,204,1,
ENGL,395,AFST,204,1,
ENGL,395,ENGL,205,1,
ENGL,395,AFST,205,1,
ENGL,395,ENGL,206,1,
ENGL,395,ENGL,212,1,
ENGL,395,ENGL,219,1,
ENGL,395,ENGL,221,1,
ENGL,395,MODL,221,1,
ENGL,395,ENGL,222,1,
ENGL,395,MODL,222,1,
ENGL,395,ENGL,227,1,
ENGL,395,ENGL,228,1,
ENGL,395,ENGL,231,1,
ENGL,395,ENGL,232,1,
ENGL,395,ENGL,303,1,
ENGL,395,ENGL,305,1,
ENGL,395,ENGL,306,1,
ENGL,395,ENGL,313,1,
ENGL,395,ENGL,314,1,
ENGL,395,ENGL,315,1,
ENGL,395,ENGL,316,1,
ENGL,395,ENGL,317,1,
ENGL,395,ENGL,318,1,
ENGL,395,ENGL,321,1,
ENGL,395,ENGL,322,1,
ENGL,395,ENGL,323,1,
ENGL,395,ENGL,324,1,
ENGL,395,FILM,324,1,
ENGL,395,ENGL,329,1,
ENGL,395,AFST,329,1,
ENGL,395,ENGL,330,1,
ENGL,395,ENGL,331,1,
ENGL,395,ENGL,333,1,
ENGL,395,WGST,333,1,
ENGL,395,ENGL,334,1,
ENGL,395,ENGL,335,1,
ENGL,395,ENGL,336,1,
ENGL,395,ENGL,337,1,
ENGL,395,ENGL,338,1,
ENGL,395,ENGL,339,1,
ENGL,395,AFST,339,1,
ENGL,395,ENGL,340,1,
ENGL,395,ENGL,343,1,
ENGL,395,ENGL,350,1,
ENGL,395,ENGL,352,1,
ENGL,395,ENGL,356,1,
ENGL,395,FILM,356,1,
ENGL,395,ENGL,357,1,
ENGL,395,ENGL,360,1,
ENGL,395,ENGL,361,1,
ENGL,395,ENGL,362,1,
ENGL,395,HISP,362,1,
ENGL,395,ENGL,365,1,
ENGL,395,RELS,360,1,
ENGL,395,ENGL,372,1,
ENGL,395,ENGL,373,1,
ENGL,395,ENGL,374,1,
ENGL,395,WGST,374,1,
ENGL,395,ENGL,375,1,
ENGL,395,ENGL,376,1,
ENGL,395,ENGL,377,1,
ENGL,395,ENGL,378,1,
ENGL,395,ENGL,379,1,
ENGL,395,AFST,379,1,
ENGL,395,ENGL,390,1,
ENGL,395,ENGL,391,1,
ENGL,395,ENGL,392,1,
ENGL,395,RELS,392,1,
ENGL,395,ENGL,393,1,
ENGL,395,AFST,393,1,
ENGL,395,ENGL,394,1,
ENGL,395,ENGL,396,1,
ENGL,395,ENGL,412,1,
ENGL,395,ENGL,414,1,
ENGL,395,ENGL,415,1,
ENGL,395,ENGL,431,1,
ENGL,395,ENGL,474,1,
ENGL,395,WGST,474,1,
ENGL,412,ENGL,312,1,
ENGL,412,ENGL,313,1,
ENGL,412,ENGL,314,1,
ENGL,412,ENGL,315,1,
ENGL,412,ENGL,316,1,
ENGL,412,ENGL,317,1,
ENGL,412,ENGL,321,1,
ENGL,412,ENGL,322,1,
ENGL,412,ENGL,323,1,
ENGL,412,ENGL,330,1,
ENGL,412,ENGL,331,1,
ENGL,412,ENGL,334,1,
ENGL,412,ENGL,335,1,
ENGL,412,ENGL,336,1,
ENGL,412,ENGL,337,1,
ENGL,412,ENGL,338,1,
ENGL,412,ENGL,340,1,
ENGL,412,ENGL,350,1,
ENGL,412,ENGL,352,1,
ENGL,412,ENGL,357,1,
ENGL,412,ENGL,360,1,
ENGL,412,ENGL,361,1,
ENGL,412,ENGL,372,1,
ENGL,412,ENGL,373,1,
ENGL,412,ENGL,375,1,
ENGL,412,ENGL,376,1,
ENGL,412,ENGL,377,1,
ENGL,412,ENGL,378,1,
ENGL,412,ENGL,390,1,
ENGL,412,ENGL,391,1,
ENGL,412,ENGL,394,1,
ENGL,412,ENGL,396,1,
ENGL,412,ENGL,356,1,
ENGL,412,FILM,356,1,
ENGL,412,ENGL,365,1,
ENGL,412,RELS,360,1,
ENGL,412,ENGL,392,1,
ENGL,412,RELS,392,1,
ENGL,412,ENGL,329,1,
ENGL,412,AFST,329,1,
ENGL,412,ENGL,339,1,
ENGL,412,AFST,339,1,
ENGL,412,ENGL,379,1,
ENGL,412,AFST,379,1,
ENGL,412,ENGL,393,1,
ENGL,412,AFST,393,1,
ENGL,412,ENGL,333,1,
ENGL,412,WGST,333,1,
ENGL,412,ENGL,374,1,
ENGL,412,WGST,374,1,
ENGL,412,ENGL,362,1,
ENGL,412,HISP,362,1,
ENGL,412,ENGL,303,1,
ENGL,412,ENGL,305,1,
ENGL,412,ENGL,306,1,
ENGL,412,ENGL,343,1,
ENGL,412,ENGL,395,1,
ENGL,434,ENGL,303,1,
ENGL,434,ENGL,305,1,
ENGL,434,ENGL,306,1,
ENGL,434,ENGL,313,1,
ENGL,434,ENGL,314,1,
ENGL,434,ENGL,315,1,
ENGL,434,ENGL,316,1,
ENGL,434,ENGL,317,1,
ENGL,434,ENGL,318,1,
ENGL,434,ENGL,321,1,
ENGL,434,ENGL,322,1,
ENGL,434,ENGL,323,1,
ENGL,434,ENGL,324,1,
ENGL,434,ENGL,329,1,
ENGL,434,ENGL,330,1,
ENGL,434,ENGL,331,1,
ENGL,434,ENGL,333,1,
ENGL,434,ENGL,334,1,
ENGL,434,ENGL,335,1,
ENGL,434,ENGL,336,1,
ENGL,434,ENGL,337,1,
ENGL,434,ENGL,338,1,
ENGL,434,ENGL,339,1,
ENGL,434,ENGL,340,1,
ENGL,434,ENGL,343,1,
ENGL,434,ENGL,350,1,
ENGL,434,ENGL,352,1,
ENGL,434,ENGL,356,1,
ENGL,434,ENGL,360,1,
ENGL,434,ENGL,361,1,
ENGL,434,ENGL,362,1,
ENGL,434,ENGL,365,1,
ENGL,434,ENGL,372,1,
ENGL,434,ENGL,373,1,
ENGL,434,ENGL,374,1,
ENGL,434,ENGL,375,1,
ENGL,434,ENGL,376,1,
ENGL,434,ENGL,377,1,
ENGL,434,ENGL,378,1,
ENGL,434,ENGL,379,1,
ENGL,434,ENGL,390,1,
ENGL,434,ENGL,391,1,
ENGL,434,ENGL,392,1,
ENGL,434,ENGL,393,1,
ENGL,434,ENGL,394,1,
ENGL,434,ENGL,395,1,
ENGL,434,ENGL,396,1,
ENGL,434,ENGL,412,1,
ENGL,434,ENGL,415,1,
ENGL,434,ENGL,431,1,
ENGL,434,ENGL,474,1,
ENGL,434,ENGL,481,1,
ENGL,434,ENGL,482,1,
ENGL,435,ENGL,345,1,
ENGL,435,ENGL,347,1,
ENGL,435,ENGL,348,1,
ENGL,435,ENGL,358,1,
ENGL,435,ENGL,359,1,
ENGL,435,ENGL,385,1,
ENGL,435,ENGL,386,1,
ENGL,460,ENGL,210,1,
ENGL,474,ENGL,312,1,
ENGL,474,ENGL,303,1,
ENGL,474,ENGL,313,1,
ENGL,474,ENGL,314,1,
ENGL,474,ENGL,315,1,
ENGL,474,ENGL,316,1,
ENGL,474,ENGL,317,1,
ENGL,474,ENGL,321,1,
ENGL,474,ENGL,322,1,
ENGL,474,ENGL,323,1,
ENGL,474,ENGL,330,1,
ENGL,474,ENGL,331,1,
ENGL,474,ENGL,334,1,
ENGL,474,ENGL,335,1,
ENGL,474,ENGL,336,1,
ENGL,474,ENGL,337,1,
ENGL,474,ENGL,338,1,
ENGL,474,ENGL,340,1,
ENGL,474,ENGL,350,1,
ENGL,474,ENGL,352,1,
ENGL,474,ENGL,357,1,
ENGL,474,ENGL,360,1,
ENGL,474,ENGL,361,1,
ENGL,474,ENGL,372,1,
ENGL,474,ENGL,373,1,
ENGL,474,ENGL,375,1,
ENGL,474,ENGL,376,1,
ENGL,474,ENGL,377,1,
ENGL,474,ENGL,378,1,
ENGL,474,ENGL,390,1,
ENGL,474,ENGL,391,1,
ENGL,474,ENGL,394,1,
ENGL,474,ENGL,396,1,
ENGL,474,ENGL,356,1,
ENGL,474,FILM,356,1,
ENGL,474,ENGL,365,1,
ENGL,474,RELS,360,1,
ENGL,474,ENGL,392,1,
ENGL,474,RELS,392,1,
ENGL,474,ENGL,329,1,
ENGL,474,AFST,329,1,
ENGL,474,ENGL,339,1,
ENGL,474,AFST,339,1,
ENGL,474,ENGL,379,1,
ENGL,474,AFST,379,1,
ENGL,474,ENGL,393,1,
ENGL,474,AFST,393,1,
ENGL,474,ENGL,333,1,
ENGL,474,WGST,333,1,
ENGL,474,ENGL,374,1,
ENGL,474,WGST,374,1,
ENGL,474,ENGL,362,1,
ENGL,474,HISP,362,1,
ENGL,474,ENGL,305,1,
ENGL,474,ENGL,306,1,
ENGL,474,ENGL,343,1,
ENGL,474,ENGL,395,1,
ENGL,481,ENGL,303,1,
ENGR,102,MATH,151,1,
ENGR,102,MATH,150,1,
ENGR,216,MATH,151,1,
ENGR,216,MATH,171,1,
ENGR,216,ENGR,102,2,
ENGR,216,PHYS,206,3,
ENGR,217,MATH,152,1,
ENGR,217,MATH,172,1,
ENGR,217,PHYS,206,2,
ENGR,217,PHYS,216,3,
ENGR,217,ENGR,216,3,
ENGR,217,PHYS,207,4,
ENGR,251,ENGR,102,1,
ENGR,251,ENGR,216,2,
ENGR,251,PHYS,216,2,
ENGR,351,ENGR,350,1,
ENGR,451,ENGR,450,1,
ENTC,399,ESET,350,1,
ENTC,399,MMET,376,1,
ENTC,399,IDIS,343,1,
ENTC,652,MMET,181,1,
ENTC,652,MMET,206,2,
ENTC,652,MMET,207,3,
ENTO,102,ENTO,101,1,
ENTO,208,ENTO,209,1,
ENTO,209,ENTO,208,1,
ENTO,301,ENTO,201,1,
ENTO,301,ENTO,208,1,
ENTO,301,ENTO,209,2,
ENTO,301,BIOL,111,3,
ENTO,301,BIOL,112,4,
ENTO,321,ENTO,320,1,
ENTO,401,ENTO,201,1,
ENTO,401,ENTO,208,1,
ENTO,401,ENTO,209,2,
ENTO,402,ENTO,201,1,
ENTO,423,BIOL,111,1,
ENTO,423,ENTO,427,2,
ENTO,424,ENTO,201,1,
ENTO,424,ENTO,208,1,
ENTO,424,ENTO,209,2,
ENTO,424,BIOL,111,3,
ENTO,425,ENTO,208,1,
ENTO,425,ENTO,209,2,
ENTO,425,ENTO,423,3,
ENTO,427,BIOL,111,1,
ENTO,427,ENTO,423,2,
ENTO,435,ENTO,201,1,
ENTO,435,ENTO,208,1,
ENTO,435,ENTO,209,2,
ENTO,435,ENTO,482,3,
ENTO,482,ENTO,201,1,
ENTO,482,ENTO,208,1,
ENTO,482,ENTO,209,2,
ENTO,635,ENTO,618,1,
EPSY,609,EPSY,608,1,
EPSY,625,EPSY,640,1,
EPSY,627,EPSY,622,1,
EPSY,631,EPSY,635,1,
EPSY,640,EPSY,636,1,
EPSY,640,RPTS,614,1,
EPSY,640,HMGT,614,1,
EPSY,640,SPMT,690,1,
EPSY,640,KINE,690,1,
EPSY,640,HLTH,690,1,
EPSY,641,EPSY,640,1,
ESET,210,MATH,151,1,
ESET,211,MATH,152,1,
ESET,211,ESET,210,2,
ESET,211,ENTC,210,2,
ESET,269,ENTC,219,1,
ESET,269,ESET,219,1,
ESET,300,PHYS,207,1,
ESET,300,PHYS,208,1,
ESET,300,PHYS,219,1,
ESET,300,ENGR,217,2,
ESET,300,PHYS,217,2,
ESET,300,PHYS,208,2,
ESET,300,PHYS,219,2,
ESET,315,ESET,219,1,
ESET,315,ENTC,219,1,
ESET,319,ENGL,104,1,
ESET,319,ENGL,103,1,
ESET,329,ESET,210,1,
ESET,329,ENTC,210,1,
ESET,329,MATH,152,2,
ESET,333,ENGR,217,1,
ESET,333,ENGR,112,1,
ESET,333,PHYS,217,1,
ESET,349,ESET,219,1,
ESET,349,ENTC,219,1,
ESET,349,ESET,269,2,
ESET,349,ENTC,269,2,
ESET,350,MATH,152,1,
ESET,350,ENGL,104,2,
ESET,350,ENGL,103,2,
ESET,350,ESET,210,3,
ESET,350,ENTC,210,3,
ESET,350,CHEM,107,4,
ESET,350,CHEM,117,5,
ESET,350,CHEM,102,5,
ESET,350,CHEM,112,6,
ESET,350,CHEM,120,6,
ESET,350,PHYS,206,7,
ESET,350,ENGR,216,8,
ESET,350,PHYS,216,8,
ESET,350,PHYS,218,8,
ESET,352,ESET,329,1,
ESET,352,ENTC,329,1,
ESET,352,ESET,350,2,
ESET,352,ENTC,350,2,
ESET,355,ESET,211,1,
ESET,355,ENTC,211,1,
ESET,355,PHYS,207,2,
ESET,355,PHYS,208,2,
ESET,355,PHYS,219,2,
ESET,355,ENGR,217,3,
ESET,355,PHYS,217,3,
ESET,355,PHYS,208,3,
ESET,355,PHYS,219,3,
ESET,359,ESET,349,1,
ESET,359,ENTC,349,1,
ESET,359,ESET,350,2,
ESET,359,ENTC,350,2,
ESET,359,ENGL,104,3,
ESET,359,ENGL,103,3,
ESET,369,ESET,349,1,
ESET,369,ENTC,349,1,
ESET,400,ESET,300,1,
ESET,400,IDIS,300,1,
ESET,419,ESET,319,1,
ESET,419,MXET,300,1,
ESET,419,ESET,333,2,
ESET,419,MMET,361,2,
ESET,419,ESET,369,3,
ESET,420,ESET,419,1,
ESET,420,ENTC,419,1,
ESET,420,ESET,352,2,
ESET,420,ESET,415,3,
ESET,420,ESET,455,4,
ESET,420,ESET,462,5,
ESET,420,ENTC,399,6,
ESET,453,ESET,352,1,
ESET,455,ESET,315,1,
ESET,455,ENTC,315,1,
ESET,455,ESET,355,2,
ESET,455,ENTC,355,2,
ESET,462,ESET,359,1,
ESET,462,ENTC,359,1,
ESET,462,ESET,369,2,
ESET,462,ENTC,369,2,
ESET,469,ESET,369,1,
EVEN,401,EVEN,400,1,
EVEN,404,EVEN,304,1,
EVEN,404,CVEN,301,2,
EVEN,404,EVEN,301,2,
EVEN,404,CVEN,402,3,
EVEN,404,EVEN,402,3,
EVEN,404,EVEN,320,4,
FILM,481,FILM,251,1,
FILM,481,FILM,299,1,
FINC,341,ACCT,229,1,
FINC,351,ACCT,327,1,
FINC,351,FINC,210,2,
FINC,351,FINC,341,3,
FINC,351,BUSN,203,4,
FINC,351,SCMT,303,4,
FINC,351,STAT,301,4,
FINC,351,STAT,302,4,
FINC,351,STAT,303,4,
FINC,361,ACCT,327,1,
FINC,361,FINC,210,2,
FINC,361,FINC,341,3,
FINC,361,BUSN,203,4,
FINC,361,SCMT,303,4,
FINC,361,STAT,301,4,
FINC,361,STAT,302,4,
FINC,361,STAT,303,4,
FINC,368,FINC,341,1,
FINC,381,FINC,341,1,
FINC,425,FINC,421,1,
FINC,425,FINC,351,1,
FINC,425,FINC,434,2,
FINC,425,FINC,361,2,
FINC,425,ACCT,328,3,
FINC,427,FINC,341,1,
FINC,427,FINC,409,1,
FINC,428,FINC,421,1,
FINC,428,FINC,351,1,
FINC,428,FINC,434,2,
FINC,428,FINC,361,2,
FINC,428,ACCT,328,3,
FINC,436,FINC,351,1,
FINC,436,FINC,361,2,
FINC,436,ACCT,328,3,
FINC,440,FINC,351,1,
FINC,440,FINC,361,2,
FINC,440,FINC,381,3,
FINC,443,FINC,421,1,
FINC,443,FINC,351,1,
FINC,443,FINC,434,2,
FINC,443,FINC,361,2,
FINC,443,ACCT,328,3,
FINC,446,FINC,351,1,
FINC,446,FINC,361,2,
FINC,448,FINC,351,1,
FINC,448,FINC,421,1,
FINC,448,FINC,361,2,
FINC,448,FINC,434,2,
FINC,449,FINC,351,1,
FINC,449,FINC,361,2,
FINC,449,ACCT,328,3,
FINC,462,FINC,381,1,
FINC,466,FINC,421,1,
FINC,466,FINC,351,1,
FINC,466,FINC,434,2,
FINC,466,FINC,361,2,
FINC,472,FINC,351,1,
FINC,472,FINC,361,2,
FINC,472,ACCT,328,3,
FINP,435,AGEC,330,1,
FINP,435,FINC,409,1,
FINP,435,FINC,341,1,
FINP,436,AGLS,435,1,
FINP,436,AGEC,435,1,
FINP,436,FINP,435,1,
FINP,438,AGLS,435,1,
FINP,438,AGEC,435,1,
FINP,438,FINP,435,1,
FINP,439,AGLS,435,1,
FINP,439,AGEC,435,1,
FINP,439,FINP,435,1,
FINP,439,AGEC,330,1,
FINP,439,FINC,409,1,
FINP,439,FINC,341,1,
FINP,441,AGLS,435,1,
FINP,441,AGEC,435,1,
FINP,441,FINP,435,1,
FINP,441,AGLS,436,2,
FINP,441,AGEC,436,2,
FINP,441,FINP,436,2,
FINP,441,AGLS,437,3,
FINP,441,AGEC,437,3,
FINP,441,FINP,437,3,
FINP,441,AGLS,438,4,
FINP,441,AGEC,438,4,
FINP,441,FINP,438,4,
FINP,441,AGLS,439,5,
FINP,441,AGEC,439,5,
FINP,441,FINP,439,5,
FINP,442,AGLS,435,1,
FINP,442,FINP,435,1,
FINP,443,AGLS,435,1,
FINP,443,FINP,435,1,
FINP,443,AGLS,438,2,
FINP,443,FINP,438,2,
FIVS,102,FIVS,101,1,
FIVS,210,FIVS,205,1,
FIVS,215,FIVS,205,1,
FIVS,220,FIVS,210,1,
FIVS,282,FIVS,205,1,
FIVS,308,BIOL,112,1,
FIVS,401,FIVS,482,1,
FIVS,401,FIVS,282,1,
FIVS,415,FIVS,205,1,
FIVS,415,FIVS,481,2,
FIVS,415,FIVS,431,3,
FIVS,415,FIVS,432,4,
FIVS,415,FIVS,435,5,
FIVS,420,FIVS,308,1,
FIVS,422,FIVS,205,1,
FIVS,440,FIVS,308,1,
FORS,604,NURS,601,1,
FORS,604,FORS,601,1,
FREN,102,FREN,101,1,
FREN,201,FREN,102,1,
FREN,202,FREN,201,1,
FREN,306,FREN,202,1,
FREN,306,FREN,222,1,
FREN,336,FREN,202,1,
FREN,336,FREN,222,1,
FREN,375,FREN,202,1,
FSTC,312,FSTC,201,1,
FSTC,312,NFSC,201,1,
FSTC,312,CHEM,227,2,
FSTC,312,CHEM,237,3,
FSTC,313,FSTC,201,1,
FSTC,313,NFSC,201,1,
FSTC,313,CHEM,227,2,
FSTC,313,CHEM,237,3,
FSTC,401,FSTC,201,1,
FSTC,401,NFSC,201,1,
FSTC,401,FSTC,311,1,
FSTC,401,NFSC,311,1,
FSTC,401,FSTC,312,1,
FSTC,401,NFSC,312,1,
FSTC,401,FSTC,313,1,
FSTC,401,NFSC,313,1,
FSTC,401,FSTC,314,1,
FSTC,401,NFSC,314,1,
FSTC,401,FSTC,315,1,
FSTC,401,NFSC,315,1,
FSTC,401,FSTC,326,1,
FSTC,401,NFSC,326,1,
FSTC,444,FSTC,201,1,
